Input Direction,Data Type,Encoding Algorithm,Compress Algorithm,Encoding Time,Decoding Time,Compress Time,Uncompress Time,Compressed Size,Compression Ratio
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,BUFF,LZ4,846129,389746,11159,14195,4390.0,0.005487445125548742
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,BUFF,GZIP,827489,388401,288788,49091,2263.0,0.0028287217127828694
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,BUFF,SNAPPY,849640,388834,12230,7301,4046.0,0.00505744942550574
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,CHIMP,UNCOMPRESSED,645269,690284,14,12,113066.0,0.14133108668913322
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,CHIMP,LZ4,609319,634538,23753,34672,11288.0,0.014109858901410994
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,CHIMP,GZIP,611796,634239,615591,179504,8150.0,0.010187398126018751
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,CHIMP,SNAPPY,609361,634454,27580,13835,15313.0,0.01914105858941409
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,PLAIN,UNCOMPRESSED,1111578,250724,24,11,800008.0,1.0
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,PLAIN,LZ4,1154284,221486,163919,332896,55452.0,0.06931430685693139
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,PLAIN,GZIP,1099114,211338,4079546,1074620,14716.0,0.018394816051839465
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,PLAIN,SNAPPY,1100966,214363,231297,126590,65594.0,0.0819916800831991
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,TS_2DIFF,UNCOMPRESSED,461093,344492,6,20,34960.0,0.04369956300436995
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,TS_2DIFF,LZ4,464404,343848,20878,42574,15545.0,0.019431055689443123
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,TS_2DIFF,GZIP,461020,345177,489330,119415,11389.0,0.01423610763892361
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,TS_2DIFF,SNAPPY,466657,344013,23971,9451,15502.0,0.019377306226937754
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,RLE,UNCOMPRESSED,988707,401984,19,13,129355.0,0.16169213307866928
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,RLE,LZ4,994617,401771,91097,160319,37722.0,0.047152028479715155
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,RLE,GZIP,1002234,403326,3430378,292909,15194.0,0.01899231007689925
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,RLE,SNAPPY,1036065,399069,153536,50807,37563.0,0.04695328046719534
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,SPRINTZ,UNCOMPRESSED,1677331,518622,10,27,115546.0,0.1444310556894432
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,SPRINTZ,LZ4,1720982,521220,43485,68254,19855.0,0.024818501814981818
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,SPRINTZ,GZIP,1725978,520335,980960,232731,12594.0,0.015742342576574246
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,SPRINTZ,SNAPPY,1718304,517055,46356,27711,22376.0,0.02796972030279695
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,GORILLA,UNCOMPRESSED,487216,395290,14,17,25794.0,0.03224217757822422
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,GORILLA,LZ4,438092,394125,23154,43029,15967.0,0.019958550414495874
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,GORILLA,GZIP,429269,393369,455593,116109,11449.0,0.014311106888931112
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,GORILLA,SNAPPY,433541,394000,25408,13296,16531.0,0.02066354336456634
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,RLBE,UNCOMPRESSED,27981744,1042814,15,30,92518.0,0.11564634353656451
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,RLBE,LZ4,27762122,1034896,72263,81523,27020.0,0.03377466225337745
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,RLBE,GZIP,27925511,1056220,1211432,277980,16769.0,0.020961040389596116
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,RLBE,SNAPPY,27808633,1042801,102435,37349,25665.0,0.03208092919070806
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,RAKE,UNCOMPRESSED,46395960,262,774,175,824953.0,1.0311809381906176
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,RAKE,LZ4,46870011,269,168924,274768,55529.0,0.0694105558944411
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,RAKE,GZIP,45921018,245,4088920,1107440,14601.0,0.01825106748932512
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,RAKE,SNAPPY,46055409,214,211280,130945,66694.0,0.08336666633333674
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,BUFF,UNCOMPRESSED,1346689,605524,14,13,75021.0,0.09377531224687755
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,BUFF,LZ4,1391509,596593,39277,54549,17165.0,0.021456035439645593
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,BUFF,GZIP,1353866,637810,2130050,204551,10206.0,0.012757372426275728
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,BUFF,SNAPPY,1347080,614814,49110,23685,17537.0,0.02192103078969211
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,CHIMP,UNCOMPRESSED,642626,650624,20,24,113159.0,0.14144733552664482
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,CHIMP,LZ4,580446,602840,44634,111339,37070.0,0.04633703662963369
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,CHIMP,GZIP,578447,584759,1365550,330194,28522.0,0.03565214347856525
./Datasets/Real-World/Numerical/INT64/data/7.csv,INT64,CHIMP,SNAPPY,578346,583407,55681,24170,40393.0,0.050490745092549055
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,PLAIN,UNCOMPRESSED,1095411,217570,12,13,800008.0,1.0
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,PLAIN,LZ4,1124265,212995,61999,110665,13293.0,0.016616083839161605
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,PLAIN,GZIP,1150364,213321,1563899,1009105,4438.0,0.005547444525554747
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,PLAIN,SNAPPY,1098294,212640,84050,59865,42639.0,0.05329821701782978
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,TS_2DIFF,UNCOMPRESSED,452699,341164,13,12,32820.0,0.041024589754102433
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,TS_2DIFF,LZ4,474555,343290,20584,58915,8237.0,0.010296147038529607
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,TS_2DIFF,GZIP,453885,341519,329349,63259,3922.0,0.004902450975490246
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,TS_2DIFF,SNAPPY,467094,342418,20939,9035,7304.0,0.009129908700913
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,RLE,UNCOMPRESSED,790531,329845,14,22,42973.0,0.053715712842871514
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,RLE,LZ4,787011,330004,18124,23884,8121.0,0.010151148488515114
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,RLE,GZIP,832496,328268,327838,71831,3505.0,0.004381206187938116
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,RLE,SNAPPY,790440,326784,18205,7625,6917.0,0.008646163538364617
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,SPRINTZ,UNCOMPRESSED,1648675,476279,24,28,112280.0,0.14034859651403495
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,SPRINTZ,LZ4,1608605,473036,23372,32923,8852.0,0.011064889351106494
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,SPRINTZ,GZIP,1616160,474277,423189,196947,4401.0,0.0055011949880501235
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,SPRINTZ,SNAPPY,1641884,473472,25511,13504,10860.0,0.013574864251357486
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,GORILLA,UNCOMPRESSED,317892,288045,22,16,18732.0,0.023414765852341462
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,GORILLA,LZ4,318040,288230,12835,15239,5463.0,0.006828681713182866
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,GORILLA,GZIP,319476,288601,211763,42550,2843.0,0.003553714462855376
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,GORILLA,SNAPPY,318213,289829,12953,6069,4911.0,0.006138688613113863
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,RLBE,UNCOMPRESSED,3990661,615716,18,15,29595.0,0.03699338006619929
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,RLBE,LZ4,3790142,615281,15116,19008,6177.0,0.0077211727882721135
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,RLBE,GZIP,3784410,624865,235142,65464,3741.0,0.004676203237967615
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,RLBE,SNAPPY,3781156,634095,17220,8432,5880.0,0.007349926500734998
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,RAKE,UNCOMPRESSED,45700854,215,589,121,793432.0,0.9917800821991777
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,RAKE,LZ4,46582920,258,66151,79819,13358.0,0.016697333026669748
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,RAKE,GZIP,46460122,333,1609817,985804,4381.0,0.005476195238047622
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,RAKE,SNAPPY,44248589,299,97210,62067,42348.0,0.05293447065529345
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,BUFF,UNCOMPRESSED,1673279,720246,18,9,112522.0,0.14065109348906524
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,BUFF,LZ4,1651311,710835,18360,24894,7093.0,0.008866161338386623
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,BUFF,GZIP,1668341,709990,339600,160548,4180.0,0.005224947750522492
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,BUFF,SNAPPY,1646115,715854,20248,10969,9884.0,0.012354876451235487
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,CHIMP,UNCOMPRESSED,668358,588107,13,16,115405.0,0.14425480745192565
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,CHIMP,LZ4,600257,587268,26040,40498,13513.0,0.01689108108918912
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,CHIMP,GZIP,602068,597498,540085,195304,9758.0,0.012197378026219743
./Datasets/Real-World/Numerical/INT64/data/5.csv,INT64,CHIMP,SNAPPY,600860,591745,27749,13645,18232.0,0.02278977210227896
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,PLAIN,UNCOMPRESSED,1098656,234942,24,18,800008.0,1.0
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,PLAIN,LZ4,1327274,222884,1134545,1491224,365110.0,0.4563829361706378
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,PLAIN,GZIP,1099020,215640,29115835,2862791,222767.0,0.2784559654403456
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,PLAIN,SNAPPY,1135324,212631,1303046,443062,348632.0,0.43578564214357846
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,TS_2DIFF,UNCOMPRESSED,657405,467664,15,17,180931.0,0.22616148838511613
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,TS_2DIFF,LZ4,662887,474369,101825,595056,172162.0,0.2152003479965199
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,TS_2DIFF,GZIP,737460,466725,3106385,1047526,169261.0,0.21157413425865748
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,TS_2DIFF,SNAPPY,657555,468010,74303,12437,175233.0,0.21903905960940404
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,RLE,UNCOMPRESSED,1228949,682020,17,24,387933.0,0.48491140088599133
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,RLE,LZ4,1389455,687585,349405,996716,335777.0,0.41971705282947164
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,RLE,GZIP,1273350,691088,23616894,2398004,243396.0,0.3042419575804245
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,RLE,SNAPPY,1226926,678114,252675,93584,362021.0,0.45252172478275204
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,SPRINTZ,UNCOMPRESSED,3209925,837991,23,38,229315.0,0.28664088359116446
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,SPRINTZ,LZ4,2270129,833215,214561,551934,186984.0,0.23372766272337295
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,SPRINTZ,GZIP,2174089,823869,4387030,1222680,165711.0,0.2071366786332138
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,SPRINTZ,SNAPPY,2145703,827086,276028,56939,183619.0,0.22952145478545208
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,GORILLA,UNCOMPRESSED,797673,717324,20,13,236629.0,0.29578329216707827
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,GORILLA,LZ4,868026,749701,26870,676533,237498.0,0.2968695313046867
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,GORILLA,GZIP,790349,735582,6839091,1608491,214547.0,0.2681810681893179
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,GORILLA,SNAPPY,776819,724611,17762,8830,236644.0,0.29580204197958043
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,RLBE,UNCOMPRESSED,142572556,3810233,74,69,547437.0,0.684289407105929
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,RLBE,LZ4,143444263,3807074,718075,938829,331269.0,0.41408210917890786
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,RLBE,GZIP,143613426,3815565,17856539,2610687,264614.0,0.33076419235807636
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,RLBE,SNAPPY,142900427,3830815,902150,241211,338697.0,0.42336701632983675
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,RAKE,UNCOMPRESSED,50179074,251,562,138,802652.0,1.0033049669503311
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,RAKE,LZ4,50694647,278,1151195,1218777,379351.0,0.4741840081599189
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,RAKE,GZIP,50376145,377,33691652,3220174,240147.0,0.3001807481925183
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,RAKE,SNAPPY,50738189,285,1538094,461564,360871.0,0.4510842391576088
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,BUFF,UNCOMPRESSED,4928774,1224828,22,16,212523.0,0.2656510934890653
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,BUFF,LZ4,5057374,1240485,29326,602440,213262.0,0.26657483425165773
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,BUFF,GZIP,5053781,1243749,5906948,1406127,197687.0,0.24710627893721038
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,BUFF,SNAPPY,4917607,1223811,17010,8183,212535.0,0.2656660933390663
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,CHIMP,UNCOMPRESSED,1457951,1063119,17,23,429706.0,0.5371271287287128
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,CHIMP,LZ4,1377379,1240508,395650,1161385,396764.0,0.4959500404995946
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,CHIMP,GZIP,1327122,1093085,37370264,2631672,251986.0,0.31497935020649775
./Datasets/Real-World/Numerical/INT64/data/4.csv,INT64,CHIMP,SNAPPY,1340905,1078062,890949,354083,358940.0,0.44867051329486757
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,PLAIN,UNCOMPRESSED,1158960,215841,22,25,800008.0,1.0
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,PLAIN,LZ4,1165057,217569,307096,553289,121638.0,0.15204597954020468
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,PLAIN,GZIP,1115976,212022,6670679,1246235,32711.0,0.04088834111658881
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,PLAIN,SNAPPY,1150939,212389,341000,138975,99809.0,0.12476000239997614
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,TS_2DIFF,UNCOMPRESSED,521779,354805,11,15,46567.0,0.05820816791832077
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,TS_2DIFF,LZ4,544765,359061,35154,111205,29449.0,0.03681088189118104
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,TS_2DIFF,GZIP,525776,355594,1189480,228808,22236.0,0.02779472205277946
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,TS_2DIFF,SNAPPY,526868,355511,39678,14867,29424.0,0.03677963220367796
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,RLE,UNCOMPRESSED,1351515,623450,18,19,308556.0,0.3856911430885692
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,RLE,LZ4,1394400,628368,228253,363286,91259.0,0.11407260927390712
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,RLE,GZIP,1415665,639815,7621029,744225,40163.0,0.05020324796752035
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,RLE,SNAPPY,1367559,629254,370065,122161,93844.0,0.1173038269617305
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,SPRINTZ,UNCOMPRESSED,1877370,572286,15,25,119281.0,0.14909975900240993
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,SPRINTZ,LZ4,1879758,572265,87645,131592,44046.0,0.05505694943050573
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,SPRINTZ,GZIP,1830897,580952,2797160,389928,27642.0,0.03455215447845523
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,SPRINTZ,SNAPPY,1877029,574508,98581,51039,43276.0,0.05409445905540945
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,GORILLA,UNCOMPRESSED,600516,515980,24,19,36770.0,0.045962040379596204
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,GORILLA,LZ4,598910,534842,35788,124304,33410.0,0.04176208237917622
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,GORILLA,GZIP,589256,523492,1066892,241860,24341.0,0.030425945740542623
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,GORILLA,SNAPPY,582119,523032,30377,13135,35149.0,0.0439358106418936
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,RLBE,UNCOMPRESSED,47314033,1479330,28,34,156562.0,0.19570054299457007
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,RLBE,LZ4,47699884,1471471,150948,153438,51709.0,0.06463560364396359
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,RLBE,GZIP,48382585,1489296,2433134,516102,33505.0,0.04188083119168808
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,RLBE,SNAPPY,47472470,1473505,213383,71920,50341.0,0.0629256207437926
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,RAKE,UNCOMPRESSED,45028356,283,491,119,800008.0,1.0
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,RAKE,LZ4,42603512,255,303932,409514,124035.0,0.15504219957800403
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,RAKE,GZIP,43178649,321,7497524,1250881,32958.0,0.041197088029119706
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,RAKE,SNAPPY,42441959,235,350566,139403,100641.0,0.12579999200008005
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,BUFF,UNCOMPRESSED,1216604,518355,19,21,50021.0,0.06252562474375263
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,BUFF,LZ4,1211127,516870,63156,87374,29857.0,0.03732087679123209
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,BUFF,GZIP,1261395,541242,2767236,246787,20446.0,0.025557244427555734
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,BUFF,SNAPPY,1239912,523080,65597,29153,27438.0,0.03429715702842968
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,CHIMP,UNCOMPRESSED,691201,603486,17,11,119689.0,0.14960975390246106
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,CHIMP,LZ4,827403,675788,121183,380877,92303.0,0.11537759622403776
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,CHIMP,GZIP,716534,613595,3454284,663165,68367.0,0.08545789542104573
./Datasets/Real-World/Numerical/INT64/data/0.csv,INT64,CHIMP,SNAPPY,692266,606712,191714,61782,91830.0,0.11478635213647868
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,PLAIN,UNCOMPRESSED,1151950,217889,14,34,800000.0,1.0
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,PLAIN,LZ4,1201700,219839,510146,840676,191873.0,0.2398412499999997
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,PLAIN,GZIP,1115003,212365,7315079,1502459,66073.0,0.08259125000000007
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,PLAIN,SNAPPY,1117539,213742,597895,207849,163806.0,0.2047575
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,TS_2DIFF,UNCOMPRESSED,567835,403519,12,14,106706.0,0.13338249999999993
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,TS_2DIFF,LZ4,579468,408742,90640,383682,94591.0,0.11823874999999996
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,TS_2DIFF,GZIP,596815,405180,2156011,657834,82530.0,0.10316249999999991
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,TS_2DIFF,SNAPPY,570138,406314,86580,23872,93701.0,0.11712625000000008
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,RLE,UNCOMPRESSED,1355660,673972,11,23,386945.0,0.48368125
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,RLE,LZ4,1396695,677721,408073,529948,136244.0,0.170305
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,RLE,GZIP,1326009,683328,12047054,1308217,90484.0,0.113105
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,RLE,SNAPPY,1356717,677379,583952,166796,159589.0,0.1994862499999998
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,SPRINTZ,UNCOMPRESSED,1949535,671112,15,20,163443.0,0.20430374999999998
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,SPRINTZ,LZ4,1984765,671898,124043,280250,93605.0,0.11700625000000013
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,SPRINTZ,GZIP,1948566,681635,6103056,798905,69165.0,0.08645624999999996
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,SPRINTZ,SNAPPY,1953080,672183,157069,74129,96339.0,0.12042374999999989
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,GORILLA,UNCOMPRESSED,491046,472144,19,11,69196.0,0.0864950000000001
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,GORILLA,LZ4,511637,477239,12321,187624,69379.0,0.08672375
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,GORILLA,GZIP,503304,484585,3474290,485578,51891.0,0.06486374999999991
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,GORILLA,SNAPPY,494124,478817,5748,2923,69205.0,0.08650625000000012
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,RLBE,UNCOMPRESSED,120893483,2039273,46,79,239656.0,0.29956999999999967
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,RLBE,LZ4,121040566,2039605,284010,286396,101971.0,0.12746375000000015
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,RLBE,GZIP,122535101,2058630,5676061,968248,70244.0,0.08780499999999998
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,RLBE,SNAPPY,121910675,2042950,435218,131199,106510.0,0.13313750000000008
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,RAKE,UNCOMPRESSED,47351486,264,719,144,783866.0,0.9798325000000004
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,RAKE,LZ4,46797494,338,521893,652360,193228.0,0.24153500000000017
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,RAKE,GZIP,45272292,271,9974570,1626439,71295.0,0.08911874999999995
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,RAKE,SNAPPY,44234664,235,686891,238911,164887.0,0.20610875000000015
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,BUFF,UNCOMPRESSED,2357055,748825,18,25,125020.0,0.15627499999999997
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,BUFF,LZ4,2404337,752589,131214,307331,106972.0,0.13371499999999983
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,BUFF,GZIP,2423109,788655,5528104,726110,63802.0,0.07975250000000009
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,BUFF,SNAPPY,2338347,747535,240051,94590,94875.0,0.11859374999999989
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,CHIMP,UNCOMPRESSED,916521,795984,19,14,181752.0,0.2271900000000002
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,CHIMP,LZ4,974120,800083,187106,425533,142203.0,0.17775375000000004
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,CHIMP,GZIP,921684,797108,6171769,1046869,114039.0,0.1425487499999998
./Datasets/Real-World/Numerical/INT64/data/1.csv,INT64,CHIMP,SNAPPY,923695,799400,218550,83698,143576.0,0.17947000000000007
./Datasets/Real-World/Numerical/INT64/data/3.csv,INT64,PLAIN,UNCOMPRESSED,1155910,214414,19,29,800008.0,1.0
./Datasets/Real-World/Numerical/INT64/data/3.csv,INT64,PLAIN,LZ4,1270881,220557,671508,1189220,274223.0,0.3427753222467777
./Datasets/Real-World/Numerical/INT64/data/3.csv,INT64,PLAIN,GZIP,1131375,209421,11964320,1753652,90078.0,0.11259637403625965
./Datasets/Real-World/Numerical/INT64/data/3.csv,INT64,PLAIN,SNAPPY,1116624,213835,684414,257353,192971.0,0.24121133788662116
./Datasets/Real-World/Numerical/INT64/data/3.csv,INT64,TS_2DIFF,UNCOMPRESSED,555645,405115,20,11,80656.0,0.1008189918100818
./Datasets/Real-World/Numerical/INT64/data/3.csv,INT64,TS_2DIFF,LZ4,570040,437256,53200,246388,68061.0,0.08507539924600759
./Datasets/Real-World/Numerical/INT64/data/3.csv,INT64,TS_2DIFF,GZIP,653515,436725,1281967,475374,64557.0,0.08069544304556954
./Datasets/Real-World/Numerical/INT64/data/3.csv,INT64,TS_2DIFF,SNAPPY,559013,402705,52320,8926,68769.0,0.08596039039609597
./Datasets/Real-World/Numerical/INT64/data/3.csv,INT64,RLE,UNCOMPRESSED,1309187,714865,15,24,387933.0,0.48491140088599133
./Datasets/Real-World/Numerical/INT64/data/3.csv,INT64,RLE,LZ4,1429584,683026,514649,657945,197632.0,0.2470375296247038
./Datasets/Real-World/Numerical/INT64/data/3.csv,INT64,RLE,GZIP,1309471,688755,20357803,1575656,116995.0,0.1462422875771241
