Input Direction,Data Type,Encoding Algorithm,Compress Algorithm,Encoding Time,Decoding Time,Compress Time,Uncompress Time,Compressed Size,Compression Ratio
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,RLE,GZIP,668059,297036,116244,52554,6326.0,0.015814841851581475
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,RLE,SNAPPY,688209,296245,12937,5665,8231.0,0.020577294227057702
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,SPRINTZ,UNCOMPRESSED,1465757,623792,14,19,34690.0,0.08672413275867236
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,SPRINTZ,LZ4,1463801,628185,13841,24935,8482.0,0.02120478795212046
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,SPRINTZ,GZIP,1463332,629653,302648,79399,5395.0,0.013487365126348736
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,SPRINTZ,SNAPPY,1466680,647455,15613,7320,8796.0,0.021989780102198972
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,GORILLA,UNCOMPRESSED,379376,295561,20,17,15945.0,0.03986210137898617
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,GORILLA,LZ4,375227,294742,9579,17240,6738.0,0.016844831551684484
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,GORILLA,GZIP,375370,293770,197149,50696,4905.0,0.012262377376226253
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,GORILLA,SNAPPY,374118,293914,10648,5093,6611.0,0.01652733472665272
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,RLBE,UNCOMPRESSED,4060701,469305,17,15,24335.0,0.06083689163108374
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,RLBE,LZ4,3929246,445498,21636,28879,9597.0,0.023992260077399206
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,RLBE,GZIP,4007778,478194,614268,81608,6392.0,0.015979840201598004
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,RLBE,SNAPPY,3920722,461191,24782,11619,9203.0,0.02300726992730073
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,RAKE,UNCOMPRESSED,25836100,35,21,25,214194.0,0.535479645203548
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,RAKE,LZ4,25450975,23,37931,60256,11860.0,0.02964970350296497
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,RAKE,GZIP,25174798,14,1076422,374476,5628.0,0.01406985930140699
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,RAKE,SNAPPY,25716134,22,50700,32295,17562.0,0.043904560954390444
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,BUFF,UNCOMPRESSED,1121361,520579,17,14,75017.0,0.18754062459375404
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,BUFF,LZ4,1129527,520615,19191,28486,9114.0,0.022784772152278476
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,BUFF,GZIP,1118133,519845,559979,135074,5687.0,0.014217357826421749
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,BUFF,SNAPPY,1124422,524070,22778,12953,10433.0,0.02608223917760824
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,CHIMP,UNCOMPRESSED,592665,582624,18,13,100686.0,0.251712482875171
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,CHIMP,LZ4,594332,583312,23660,43002,14699.0,0.03674713252867474
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,CHIMP,GZIP,593079,583432,558569,185559,10960.0,0.027399726002739957
./Datasets/Real-World/Numerical/INT32/data/0.csv,INT32,CHIMP,SNAPPY,592795,581960,27148,12474,18056.0,0.04513954860451393
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,PLAIN,UNCOMPRESSED,581041,208895,9,15,400000.0,1.0
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,PLAIN,LZ4,596772,208974,341822,492363,115060.0,0.28764999999999974
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,PLAIN,GZIP,579265,201095,7525275,964269,58791.0,0.14697750000000015
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,PLAIN,SNAPPY,629445,206529,549950,254524,132117.0,0.3302925000000002
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,TS_2DIFF,UNCOMPRESSED,539382,399968,20,20,100498.0,0.2512450000000003
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,TS_2DIFF,LZ4,553886,402721,69223,383058,94315.0,0.23578750000000015
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,TS_2DIFF,GZIP,540098,399893,2158264,649187,81808.0,0.20451999999999995
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,TS_2DIFF,SNAPPY,537690,400703,83786,22564,93139.0,0.23284750000000007
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,RLE,UNCOMPRESSED,1188606,462623,18,17,125105.0,0.3127624999999999
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,RLE,LZ4,1297110,468091,107514,457457,107570.0,0.26892499999999986
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,RLE,GZIP,1192390,464559,5523080,721016,64236.0,0.16059
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,RLE,SNAPPY,1223150,509333,220406,99433,95340.0,0.23835000000000003
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,SPRINTZ,UNCOMPRESSED,2370785,695382,22,20,96732.0,0.24183000000000018
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,SPRINTZ,LZ4,2416482,703940,66260,375048,94771.0,0.23692750000000015
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,SPRINTZ,GZIP,2390709,712150,6034520,696600,63244.0,0.15810999999999992
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,SPRINTZ,SNAPPY,2393057,698104,11591,4120,96741.0,0.24185250000000014
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,GORILLA,UNCOMPRESSED,477862,478197,120,13,61184.0,0.15296000000000015
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,GORILLA,LZ4,481622,500783,30088,163713,60947.0,0.15236750000000018
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,GORILLA,GZIP,475556,491125,2191681,427842,50007.0,0.12501750000000014
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,GORILLA,SNAPPY,476999,488239,5915,2680,61190.0,0.15297499999999986
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,RLBE,UNCOMPRESSED,62876926,1448097,44,44,159850.0,0.3996250000000002
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,RLBE,LZ4,63260310,1452830,250415,278390,99404.0,0.2485099999999997
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,RLBE,GZIP,63179126,1470334,7108035,789360,66113.0,0.1652825
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,RLBE,SNAPPY,62948894,1456894,387384,122027,100584.0,0.25145999999999985
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,RAKE,UNCOMPRESSED,24067361,35,27,57,253999.0,0.6349975000000005
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,RAKE,LZ4,23998699,36,281127,341637,108250.0,0.2706250000000003
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,RAKE,GZIP,24233413,35,9279426,880845,58407.0,0.14601750000000008
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,RAKE,SNAPPY,24319641,64,432541,140509,95218.0,0.23804499999999976
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,BUFF,UNCOMPRESSED,2062037,659908,20,23,125016.0,0.31254000000000015
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,BUFF,LZ4,2129943,663671,137667,378554,106968.0,0.2674199999999997
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,BUFF,GZIP,2221584,684031,5519860,728465,63798.0,0.1594949999999999
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,BUFF,SNAPPY,2069696,673460,245877,93519,94978.0,0.2374449999999998
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,CHIMP,UNCOMPRESSED,888112,793990,20,15,114071.0,0.2851774999999998
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,CHIMP,LZ4,941284,800042,23791,313840,114416.0,0.2860399999999999
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,CHIMP,GZIP,896042,789641,2893601,784602,103388.0,0.25846999999999964
./Datasets/Real-World/Numerical/INT32/data/3.csv,INT32,CHIMP,SNAPPY,897515,790148,10025,4973,114080.0,0.28519999999999984
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,PLAIN,UNCOMPRESSED,580539,206975,16,17,400004.0,1.0
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,PLAIN,LZ4,624031,213393,230014,338431,87463.0,0.21865531344686548
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,PLAIN,GZIP,577266,203039,6008221,728518,28257.0,0.07064179358206422
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,PLAIN,SNAPPY,578050,205415,315024,121884,86462.0,0.2161528384716151
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,TS_2DIFF,UNCOMPRESSED,488990,350607,15,17,40359.0,0.10089649103508959
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,TS_2DIFF,LZ4,495568,368755,35034,95715,29015.0,0.07253677463225373
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,TS_2DIFF,GZIP,491406,351096,1207642,215815,22016.0,0.05503944960550393
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,TS_2DIFF,SNAPPY,488696,350632,39924,14920,29115.0,0.0727867721322787
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,RLE,UNCOMPRESSED,1056961,451893,16,17,44652.0,0.11162888371116284
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,RLE,LZ4,1065985,455929,28420,66708,15623.0,0.03905710942890567
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,RLE,GZIP,1040393,454993,677047,137340,10669.0,0.026672233277667216
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,RLE,SNAPPY,1043140,453125,31181,17620,16532.0,0.04132958670413298
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,SPRINTZ,UNCOMPRESSED,1615471,658867,17,19,41476.0,0.10368896311036892
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,SPRINTZ,LZ4,1633961,657599,47382,99224,33130.0,0.08282417175828236
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,SPRINTZ,GZIP,1605260,666783,2771833,264655,22787.0,0.05696693033069668
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,SPRINTZ,SNAPPY,1606727,655819,52509,24132,34208.0,0.0855191448085519
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,GORILLA,UNCOMPRESSED,573477,523184,25,16,29781.0,0.07445175548244523
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,GORILLA,LZ4,619450,567583,7349,35698,13442.0,0.033604663953360474
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,GORILLA,GZIP,577450,525973,193240,106556,10878.0,0.027194728052719462
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,GORILLA,SNAPPY,571591,521729,3463,2039,14227.0,0.03556714432855674
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,RLBE,UNCOMPRESSED,25563060,989294,29,35,97299.0,0.24324506754932432
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,RLBE,LZ4,25407685,990223,138340,136812,44559.0,0.11139638603613969
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,RLBE,GZIP,25747247,1006469,3258203,410739,31553.0,0.07888171118288813
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,RLBE,SNAPPY,25368592,990700,200038,65874,46966.0,0.11741382586174141
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,RAKE,UNCOMPRESSED,27803710,46,30,54,198767.0,0.49691253087469156
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,RAKE,LZ4,29449699,22,159115,203234,63556.0,0.15888841111588897
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,RAKE,GZIP,30531447,9,6070790,497876,24767.0,0.06191688083119165
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,RAKE,SNAPPY,29633659,40,245896,99740,59206.0,0.1480135198648014
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,BUFF,UNCOMPRESSED,1080103,440154,14,15,50017.0,0.12504124958750404
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,BUFF,LZ4,1068063,439982,65617,88531,29853.0,0.0746317536824632
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,BUFF,GZIP,1104562,452313,2745906,241325,20437.0,0.05109198908010921
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,BUFF,SNAPPY,1074461,446283,70253,30615,27434.0,0.0685843141568584
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,CHIMP,UNCOMPRESSED,617983,604806,16,21,101783.0,0.2544549554504454
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,CHIMP,LZ4,663984,617010,84500,234935,81094.0,0.20273297267027313
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,CHIMP,GZIP,620635,616440,2804957,563853,59946.0,0.1498635013649865
./Datasets/Real-World/Numerical/INT32/data/2.csv,INT32,CHIMP,SNAPPY,619725,615648,103995,44882,81729.0,0.2043204567954321
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,PLAIN,UNCOMPRESSED,578672,208305,20,21,400004.0,1.0
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,PLAIN,LZ4,580574,210155,28824,40745,6629.0,0.016572334276657243
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,PLAIN,GZIP,580670,202669,3371354,668815,28109.0,0.07027179728202713
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,PLAIN,SNAPPY,604957,206938,210369,90273,62234.0,0.15558344416555842
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,TS_2DIFF,UNCOMPRESSED,482872,351695,15,18,45456.0,0.11363886361136374
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,TS_2DIFF,LZ4,481479,351298,26960,45830,16855.0,0.042137078629213696
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,TS_2DIFF,GZIP,483095,352471,442311,123894,11773.0,0.029432205677943243
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,TS_2DIFF,SNAPPY,481666,351553,28397,11101,15830.0,0.03957460425395749
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,RLE,UNCOMPRESSED,834372,358626,9,14,40691.0,0.10172648273517267
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,RLE,LZ4,833749,358081,4817,10421,3305.0,0.00826241737582624
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,RLE,GZIP,855402,359570,104199,66658,3037.0,0.007592424075759235
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,RLE,SNAPPY,832619,358981,4470,2844,5216.0,0.013039869601303987
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,SPRINTZ,UNCOMPRESSED,1593047,644671,15,18,43170.0,0.10792392076079248
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,SPRINTZ,LZ4,1599531,648101,4618,9130,2506.0,0.006264937350626497
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,SPRINTZ,GZIP,1593600,643175,125179,67707,2396.0,0.005989940100598998
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,SPRINTZ,SNAPPY,1597551,665551,5648,3362,4154.0,0.01038489615103849
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,GORILLA,UNCOMPRESSED,434810,411251,22,15,42376.0,0.10593894061059393
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,GORILLA,LZ4,435537,411851,5121,11153,3526.0,0.008814911850881499
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,GORILLA,GZIP,436289,409101,109724,69028,3145.0,0.007862421375786242
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,GORILLA,SNAPPY,435629,409719,4971,3015,5470.0,0.013674863251367474
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,RLBE,UNCOMPRESSED,26644004,984284,23,32,100798.0,0.25199248007519914
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,RLBE,LZ4,26455501,989405,85300,101555,33878.0,0.08469415305846939
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,RLBE,GZIP,26594738,1014379,2744043,354866,24064.0,0.060159398406015925
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,RLBE,SNAPPY,26364819,988383,134825,52141,38270.0,0.09567404325956734
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,RAKE,UNCOMPRESSED,26022132,25,26,30,202249.0,0.5056174438255614
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,RAKE,LZ4,26110740,13,19162,26034,4884.0,0.012209877901220977
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,RAKE,GZIP,26280235,25,677474,295063,4354.0,0.010884891151088484
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,RAKE,SNAPPY,26112804,25,50575,25452,19552.0,0.048879511204887954
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,BUFF,UNCOMPRESSED,1157102,522000,11,15,75017.0,0.18754062459375404
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,BUFF,LZ4,1146917,520419,5814,12105,3135.0,0.007837421625783731
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,BUFF,GZIP,1148663,531040,195529,112644,3128.0,0.007819921800781999
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,BUFF,SNAPPY,1149470,526783,9335,5157,8631.0,0.021577284227157746
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,CHIMP,UNCOMPRESSED,622608,605758,17,13,101794.0,0.2544824551754483
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,CHIMP,LZ4,639222,605674,29421,137257,47331.0,0.11832631673683268
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,CHIMP,GZIP,620691,608974,1247915,373965,41696.0,0.10423895761042382
./Datasets/Real-World/Numerical/INT32/data/9.csv,INT32,CHIMP,SNAPPY,621128,604814,24066,9316,55794.0,0.13948360516394845
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,PLAIN,UNCOMPRESSED,579510,208743,12,14,400004.0,1.0
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,PLAIN,LZ4,580612,223875,102108,169286,37647.0,0.09411655883441164
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,PLAIN,GZIP,580245,204965,3559327,627138,11997.0,0.029992200077999236
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,PLAIN,SNAPPY,580227,205907,161862,87593,48867.0,0.12216627833721659
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,TS_2DIFF,UNCOMPRESSED,436559,338293,14,18,28752.0,0.07187928120718788
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,TS_2DIFF,LZ4,435456,338316,20270,41269,15250.0,0.03812461875381246
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,TS_2DIFF,GZIP,435155,337445,492304,110159,11193.0,0.027982220177798188
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,TS_2DIFF,SNAPPY,434223,337425,22389,9187,15031.0,0.037577124228757704
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,RLE,UNCOMPRESSED,806429,331729,10,15,26621.0,0.06655183448165523
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,RLE,LZ4,824163,333173,40773,73689,18086.0,0.045214547854521434
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,RLE,GZIP,802017,334071,1824214,125920,10329.0,0.025822241777582206
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,RLE,SNAPPY,802175,333168,53720,20305,15261.0,0.03815211847881518
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,SPRINTZ,UNCOMPRESSED,1531972,641151,13,20,37744.0,0.09435905640943601
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,SPRINTZ,LZ4,1533598,638459,22988,42990,15256.0,0.03813961860381393
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,SPRINTZ,GZIP,1551292,647028,756306,127616,10632.0,0.026579734202657974
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,SPRINTZ,SNAPPY,1520423,641982,25440,11935,16060.0,0.040149598504014984
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,GORILLA,UNCOMPRESSED,455339,390805,14,21,18228.0,0.04556954430455695
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,GORILLA,LZ4,454606,389439,8780,26952,11238.0,0.028094719052809504
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,GORILLA,GZIP,455748,389217,228295,83193,9328.0,0.02331976680233196
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,GORILLA,SNAPPY,456452,388616,7726,3221,11555.0,0.02888721112788869
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,RLBE,UNCOMPRESSED,15198987,705213,30,21,59750.0,0.1493735062649373
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,RLBE,LZ4,14984587,702932,68804,78608,25908.0,0.06476935230647694
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,RLBE,GZIP,15239276,715646,1548408,214054,15761.0,0.03940210597894022
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,RLBE,SNAPPY,15064015,703889,89375,31895,23475.0,0.05868691313086864
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,RAKE,UNCOMPRESSED,24858559,43,40,40,199987.0,0.49996250037499584
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,RAKE,LZ4,25567578,30,73294,104754,26814.0,0.0670343296567034
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,RAKE,GZIP,25766902,21,3199978,402969,10242.0,0.02560474395256047
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,RAKE,SNAPPY,25506754,15,117406,56923,30119.0,0.07529674703252975
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,BUFF,UNCOMPRESSED,1148719,522896,11,19,75017.0,0.18754062459375404
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,BUFF,LZ4,1163724,530270,38649,54977,17161.0,0.04290207097929021
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,BUFF,GZIP,1151306,531906,2068290,190700,10193.0,0.025482245177548248
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,BUFF,SNAPPY,1146912,521737,49846,23781,17535.0,0.043837061629383715
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,CHIMP,UNCOMPRESSED,721859,698774,64,60,100151.0,0.25037499625003773
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,CHIMP,LZ4,589409,586412,56478,105513,34025.0,0.08506164938350617
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,CHIMP,GZIP,579704,581624,1157158,298029,25773.0,0.06443185568144325
./Datasets/Real-World/Numerical/INT32/data/8.csv,INT32,CHIMP,SNAPPY,580484,576034,46253,19145,36663.0,0.09165658343416569
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,PLAIN,UNCOMPRESSED,1958120,483474,404,340,800008.0,1.0
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,PLAIN,LZ4,1556458,355240,64326,85808,14662.0,0.01832731672683274
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,PLAIN,GZIP,1489862,362487,1671994,1005962,4717.0,0.0058961910380896185
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,PLAIN,SNAPPY,1505529,360740,84509,59535,42448.0,0.05305946940530593
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,TS_2DIFF,UNCOMPRESSED,1103309,625921,79,70,29991.0,0.03748837511624886
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,TS_2DIFF,LZ4,858717,541931,15928,20359,6587.0,0.008233667663323358
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,TS_2DIFF,GZIP,905154,516809,343285,58640,3130.0,0.003912460875391245
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,TS_2DIFF,SNAPPY,811218,516713,16430,7743,5637.0,0.007046179538204618
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,RLE,UNCOMPRESSED,1624319,638315,100,65,43912.0,0.05488945110548899
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,RLE,LZ4,1332604,543346,24724,30836,10035.0,0.012543624563754354
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,RLE,GZIP,2448101,1209012,324455,84710,3863.0,0.004828701712982865
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,RLE,SNAPPY,5072684,2500520,27088,10762,8257.0,0.010321146788532121
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,SPRINTZ,UNCOMPRESSED,4402694,1713155,329,234,112277.0,0.14034484655153448
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,SPRINTZ,LZ4,1645236,478031,25688,32456,8747.0,0.010933640663593367
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,SPRINTZ,GZIP,1634500,470206,403053,159670,3744.0,0.004679953200467992
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,SPRINTZ,SNAPPY,1597926,469524,27207,12959,10121.0,0.01265112348876511
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,GORILLA,UNCOMPRESSED,338456,432104,19,15,14871.0,0.01858856411435884
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,GORILLA,LZ4,271757,339676,9823,12960,4517.0,0.005646193538064617
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,GORILLA,GZIP,267578,338444,149749,34640,2701.0,0.0033762162378376238
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,GORILLA,SNAPPY,265702,338110,10155,5290,3993.0,0.004991200087999116
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,RLBE,UNCOMPRESSED,6054274,787492,45,55,27311.0,0.03413840861591382
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,RLBE,LZ4,5590023,619900,18778,21928,7057.0,0.008821161788382109
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,RLBE,GZIP,5588632,621714,373994,70539,4681.0,0.005851191488085113
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,RLBE,SNAPPY,5550444,649303,19925,9620,7017.0,0.008771162288377111
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,RAKE,UNCOMPRESSED,44712694,270,584,152,800008.0,1.0
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,RAKE,LZ4,45899584,224,69635,91767,14672.0,0.018339816601834005
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,RAKE,GZIP,46068473,231,1716659,991620,4540.0,0.0056749432505674964
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,RAKE,SNAPPY,45971015,259,96002,62953,42467.0,0.05308321916780833
./Datasets/Real-World/Numerical/INT64/data/6.csv,INT64,BUFF,UNCOMPRESSED,1018895,442620,11,16,25021.0,0.03127593724062756
