DataSet,DataType,Compressor,Encoding,Insert Time,Select Time
ingestion/INT32,INT32,SNAPPY,RAKE,0.04227948188781738,0.014747118949890137
ingestion/INT32,INT32,SNAPPY,RLE,0.043407249450683597,0.016048741340637208
ingestion/INT32,INT32,SNAPPY,TS_2DIFF,0.04319508075714111,0.016461658477783202
ingestion/INT32,INT32,SNAPPY,GORILLA,0.044199657440185544,0.018165326118469237
ingestion/INT32,INT32,SNAPPY,PLAIN,0.04305808544158936,0.01567525863647461
ingestion/INT32,INT32,SNAPPY,SPRINTZ,0.042604923248291016,0.016422486305236815
ingestion/INT32,INT32,SNAPPY,RLBE,0.0444256067276001,0.017972278594970702
ingestion/INT32,INT32,GZIP,RAKE,0.04408555030822754,0.015973329544067383
ingestion/INT32,INT32,GZIP,RLE,0.04401893615722656,0.016460704803466796
ingestion/INT32,INT32,GZIP,TS_2DIFF,0.042740273475646975,0.014078569412231446
ingestion/INT32,INT32,GZIP,GORILLA,0.04404728412628174,0.014893436431884765
ingestion/INT32,INT32,GZIP,PLAIN,0.044405436515808104,0.015706777572631836
ingestion/INT32,INT32,GZIP,SPRINTZ,0.04390008449554443,0.017157554626464844
ingestion/INT32,INT32,GZIP,RLBE,0.04363934993743897,0.019848179817199708
ingestion/INT32,INT32,UNCOMPRESSED,RAKE,0.043557047843933105,0.018498659133911133
ingestion/INT32,INT32,UNCOMPRESSED,RLE,0.04342441558837891,0.017203760147094727
ingestion/INT32,INT32,UNCOMPRESSED,TS_2DIFF,0.044371747970581056,0.019321775436401366
ingestion/INT32,INT32,UNCOMPRESSED,GORILLA,0.04497079849243164,0.016875314712524413
ingestion/INT32,INT32,UNCOMPRESSED,PLAIN,0.04436075687408447,0.018174028396606444
ingestion/INT32,INT32,UNCOMPRESSED,SPRINTZ,0.042348694801330564,0.016649961471557617
ingestion/INT32,INT32,UNCOMPRESSED,RLBE,0.04307868480682373,0.019519877433776856
ingestion/INT32,INT32,LZ4,RAKE,0.0440925121307373,0.01794755458831787
ingestion/INT32,INT32,LZ4,RLE,0.046002197265625,0.015876102447509765
ingestion/INT32,INT32,LZ4,TS_2DIFF,0.04457836151123047,0.016962361335754395
ingestion/INT32,INT32,LZ4,GORILLA,0.04435606002807617,0.01726083755493164
ingestion/INT32,INT32,LZ4,PLAIN,0.0444455623626709,0.015564894676208496
ingestion/INT32,INT32,LZ4,SPRINTZ,0.044461297988891604,0.01766195297241211
ingestion/INT32,INT32,LZ4,RLBE,0.043469357490539554,0.01715719699859619
ingestion/INT32,INT32,SNAPPY,RAKE,0.04419529438018799,0.004850363731384278
ingestion/INT32,INT32,SNAPPY,RLE,0.04205663204193115,0.004569530487060547
ingestion/INT32,INT32,SNAPPY,TS_2DIFF,0.04405446052551269,0.004735493659973144
ingestion/INT32,INT32,SNAPPY,GORILLA,0.044442033767700194,0.006171584129333496
ingestion/INT32,INT32,SNAPPY,PLAIN,0.04365105628967285,0.007518672943115234
ingestion/INT32,INT32,SNAPPY,SPRINTZ,0.04333574771881103,0.009540247917175292
ingestion/INT32,INT32,SNAPPY,RLBE,0.04305477142333984,0.010358524322509766
ingestion/INT32,INT32,GZIP,RAKE,0.04440138339996338,0.00810227394104004
ingestion/INT32,INT32,GZIP,RLE,0.044609880447387694,0.010237336158752441
ingestion/INT32,INT32,GZIP,TS_2DIFF,0.04452683925628662,0.008787775039672851
ingestion/INT32,INT32,GZIP,GORILLA,0.04419772624969483,0.009692502021789551
ingestion/INT32,INT32,GZIP,PLAIN,0.04338593482971191,0.01113741397857666
ingestion/INT32,INT32,GZIP,SPRINTZ,0.04329624176025391,0.009379816055297852
ingestion/INT32,INT32,GZIP,RLBE,0.04307601451873779,0.011942887306213379
ingestion/INT32,INT32,UNCOMPRESSED,RAKE,0.04474177360534668,0.009710121154785156
ingestion/INT32,INT32,UNCOMPRESSED,RLE,0.04261250495910644,0.010688328742980957
ingestion/INT32,INT32,UNCOMPRESSED,TS_2DIFF,0.04388570785522461,0.012108683586120605
ingestion/INT32,INT32,UNCOMPRESSED,GORILLA,0.04278562068939209,0.01019911766052246
ingestion/INT32,INT32,UNCOMPRESSED,PLAIN,0.04201741218566894,0.011893844604492188
ingestion/INT32,INT32,UNCOMPRESSED,SPRINTZ,0.04581918716430664,0.011613821983337403
ingestion/INT32,INT32,UNCOMPRESSED,RLBE,0.042179441452026366,0.012027406692504882
ingestion/INT32,INT32,LZ4,RAKE,0.043231534957885745,0.012111401557922364
ingestion/INT32,INT32,LZ4,RLE,0.044635009765625,0.014901280403137207
ingestion/INT32,INT32,LZ4,TS_2DIFF,0.04456272125244141,0.0160247802734375
ingestion/INT32,INT32,LZ4,GORILLA,0.04357731342315674,0.016689419746398926
ingestion/INT32,INT32,LZ4,PLAIN,0.04386324882507324,0.014903807640075683
ingestion/INT32,INT32,LZ4,SPRINTZ,0.0419647216796875,0.01732158660888672
ingestion/INT32,INT32,LZ4,RLBE,0.043752288818359374,0.015886592864990234
ingestion/INT32,INT32,SNAPPY,RAKE,0.09233169555664063,0.02297084331512451
ingestion/INT32,INT32,SNAPPY,RLE,0.03744127750396729,0.019972467422485353
ingestion/INT32,INT32,SNAPPY,TS_2DIFF,0.03746180534362793,0.015610671043395996
ingestion/INT32,INT32,SNAPPY,GORILLA,0.038635754585266115,0.01594228744506836
ingestion/INT32,INT32,SNAPPY,PLAIN,0.03752048015594482,0.017354869842529298
ingestion/INT32,INT32,SNAPPY,SPRINTZ,0.03787078857421875,0.017627406120300292
ingestion/INT32,INT32,SNAPPY,RLBE,0.03899507522583008,0.01887226104736328
ingestion/INT32,INT32,GZIP,RAKE,0.03808093070983887,0.01942758560180664
ingestion/INT32,INT32,GZIP,RLE,0.03782124519348144,0.019786524772644042
ingestion/INT32,INT32,GZIP,TS_2DIFF,0.0367621898651123,0.02036113739013672
ingestion/INT32,INT32,GZIP,GORILLA,0.03926444053649902,0.021982526779174803
ingestion/INT32,INT32,GZIP,PLAIN,0.03914408683776856,0.022511863708496095
ingestion/INT32,INT32,GZIP,SPRINTZ,0.0382498025894165,0.023030543327331544
ingestion/INT32,INT32,GZIP,RLBE,0.03750596046447754,0.023934006690979004
ingestion/INT32,INT32,UNCOMPRESSED,RAKE,0.037636733055114745,0.023929595947265625
ingestion/INT32,INT32,UNCOMPRESSED,RLE,0.03771636486053467,0.024274539947509766
ingestion/INT32,INT32,UNCOMPRESSED,TS_2DIFF,0.03695602416992187,0.025308632850646974
ingestion/INT32,INT32,UNCOMPRESSED,GORILLA,0.03752734661102295,0.025981926918029787
ingestion/INT32,INT32,UNCOMPRESSED,PLAIN,0.038819313049316406,0.026717567443847658
ingestion/INT32,INT32,UNCOMPRESSED,SPRINTZ,0.03809082508087158,0.02753283977508545
ingestion/INT32,INT32,UNCOMPRESSED,RLBE,0.03866281509399414,0.027842187881469728
ingestion/INT32,INT32,LZ4,RAKE,0.03800520896911621,0.02928736209869385
ingestion/INT32,INT32,LZ4,RLE,0.038876581192016604,0.02975802421569824
ingestion/INT32,INT32,LZ4,TS_2DIFF,0.037531471252441405,0.029712104797363283
ingestion/INT32,INT32,LZ4,GORILLA,0.03846938610076904,0.030537939071655272
ingestion/INT32,INT32,LZ4,PLAIN,0.038103795051574706,0.030475521087646486
ingestion/INT32,INT32,LZ4,SPRINTZ,0.03789496421813965,0.032818055152893065
ingestion/INT32,INT32,LZ4,RLBE,0.03690271377563477,0.03113057613372803
ingestion/INT32,INT32,SNAPPY,RAKE,0.0716695785522461,0.030922651290893555
ingestion/INT32,INT32,SNAPPY,RLE,0.043984079360961915,0.029375910758972168
ingestion/INT32,INT32,SNAPPY,TS_2DIFF,0.042608213424682614,0.03066995143890381
ingestion/INT32,INT32,SNAPPY,GORILLA,0.043956756591796875,0.029629778861999512
ingestion/INT32,INT32,SNAPPY,PLAIN,0.04525439739227295,0.030079746246337892
ingestion/INT32,INT32,SNAPPY,SPRINTZ,0.043164515495300294,0.029896306991577148
ingestion/INT32,INT32,SNAPPY,RLBE,0.04668965339660645,0.03937101364135742
ingestion/INT32,INT32,GZIP,RAKE,0.04708430767059326,0.03134000301361084
ingestion/INT32,INT32,GZIP,RLE,0.04614059925079346,0.03096432685852051
ingestion/INT32,INT32,GZIP,TS_2DIFF,0.04778070449829101,0.031862401962280275
ingestion/INT32,INT32,GZIP,GORILLA,0.04741911888122559,0.032961130142211914
ingestion/INT32,INT32,GZIP,PLAIN,0.045164847373962404,0.035303711891174316
ingestion/INT32,INT32,GZIP,SPRINTZ,0.04617166519165039,0.03416533470153808
ingestion/INT32,INT32,GZIP,RLBE,0.046629810333251955,0.04192032814025879
ingestion/INT32,INT32,UNCOMPRESSED,RAKE,0.04631750583648682,0.036643171310424806
ingestion/INT32,INT32,UNCOMPRESSED,RLE,0.045706439018249514,0.035918378829956056
ingestion/INT32,INT32,UNCOMPRESSED,TS_2DIFF,0.04538662433624267,0.03662002086639404
ingestion/INT32,INT32,UNCOMPRESSED,GORILLA,0.044925880432128903,0.035862064361572264
ingestion/INT32,INT32,UNCOMPRESSED,PLAIN,0.04699671268463135,0.038381099700927734
ingestion/INT32,INT32,UNCOMPRESSED,SPRINTZ,0.046150588989257814,0.038399791717529295
ingestion/INT32,INT32,UNCOMPRESSED,RLBE,0.04602117538452148,0.048246121406555174
ingestion/INT32,INT32,LZ4,RAKE,0.047261381149291994,0.040270233154296876
ingestion/INT32,INT32,LZ4,RLE,0.046271896362304686,0.04025876522064209
ingestion/INT32,INT32,LZ4,TS_2DIFF,0.043642091751098636,0.03878631591796875
ingestion/INT32,INT32,LZ4,GORILLA,0.04461548328399658,0.040399026870727536
ingestion/INT32,INT32,LZ4,PLAIN,0.043535399436950686,0.039479422569274905
ingestion/INT32,INT32,LZ4,SPRINTZ,0.0472254753112793,0.04184887409210205
ingestion/INT32,INT32,LZ4,RLBE,0.044778180122375486,0.05251369476318359
ingestion/INT32,INT32,SNAPPY,RAKE,0.046974992752075194,0.04392416477203369
ingestion/INT32,INT32,SNAPPY,RLE,0.04470446109771729,0.04208683967590332
ingestion/INT32,INT32,SNAPPY,TS_2DIFF,0.04343183040618896,0.04296839237213135
ingestion/INT32,INT32,SNAPPY,GORILLA,0.046026611328125,0.04345366954803467
ingestion/INT32,INT32,SNAPPY,PLAIN,0.045175719261169436,0.04381072521209717
ingestion/INT32,INT32,SNAPPY,SPRINTZ,0.04651169776916504,0.04474947452545166
ingestion/INT32,INT32,SNAPPY,RLBE,0.04674441814422607,0.05764479637145996
ingestion/INT32,INT32,GZIP,RAKE,0.04492576122283935,0.04695572853088379
ingestion/INT32,INT32,GZIP,RLE,0.04503123760223389,0.04476077556610107
ingestion/INT32,INT32,GZIP,TS_2DIFF,0.043878173828125,0.04617776870727539
ingestion/INT32,INT32,GZIP,GORILLA,0.04527132511138916,0.04653525352478027
ingestion/INT32,INT32,GZIP,PLAIN,0.046043562889099124,0.04671933650970459
ingestion/INT32,INT32,GZIP,SPRINTZ,0.04603779315948486,0.047669267654418944
ingestion/INT32,INT32,GZIP,RLBE,0.0452690601348877,0.058736109733581544
ingestion/INT32,INT32,UNCOMPRESSED,RAKE,0.045199108123779294,0.04922482967376709
ingestion/INT32,INT32,UNCOMPRESSED,RLE,0.04428908824920654,0.04749331474304199
ingestion/INT32,INT32,UNCOMPRESSED,TS_2DIFF,0.04748413562774658,0.04935910701751709
ingestion/INT32,INT32,UNCOMPRESSED,GORILLA,0.04616272449493408,0.04895892143249512
ingestion/INT32,INT32,UNCOMPRESSED,PLAIN,0.047909903526306155,0.04987940788269043
ingestion/INT32,INT32,UNCOMPRESSED,SPRINTZ,0.044481968879699706,0.05032196044921875
ingestion/INT32,INT32,UNCOMPRESSED,RLBE,0.04639415740966797,0.0634070873260498
ingestion/INT32,INT32,LZ4,RAKE,0.04550914764404297,0.05178449153900146
ingestion/INT32,INT32,LZ4,RLE,0.0440943717956543,0.05145597457885742
ingestion/INT32,INT32,LZ4,TS_2DIFF,0.04624185562133789,0.05049114227294922
ingestion/INT32,INT32,LZ4,GORILLA,0.045384335517883304,0.051494598388671875
ingestion/INT32,INT32,LZ4,PLAIN,0.04712057113647461,0.05216894149780273
ingestion/INT32,INT32,LZ4,SPRINTZ,0.04351975917816162,0.05337388515472412
ingestion/INT32,INT32,LZ4,RLBE,0.04647016525268555,0.06692643165588379
ingestion/INT32,INT32,SNAPPY,RAKE,0.04032130241394043,0.057724523544311526
ingestion/INT32,INT32,SNAPPY,RLE,0.03788414001464844,0.05978338718414307
ingestion/INT32,INT32,SNAPPY,TS_2DIFF,0.04047436714172363,0.059615063667297366
ingestion/INT32,INT32,SNAPPY,GORILLA,0.04116415977478027,0.05912337303161621
ingestion/INT32,INT32,SNAPPY,PLAIN,0.04071640968322754,0.05971977710723877
ingestion/INT32,INT32,SNAPPY,SPRINTZ,0.0409409761428833,0.059754562377929685
ingestion/INT32,INT32,SNAPPY,RLBE,0.03728241920471191,0.06134102344512939
ingestion/INT32,INT32,GZIP,RAKE,0.040999555587768556,0.06140725612640381
ingestion/INT32,INT32,GZIP,RLE,0.04142439365386963,0.06152193546295166
ingestion/INT32,INT32,GZIP,TS_2DIFF,0.042163729667663574,0.06200265884399414
ingestion/INT32,INT32,GZIP,GORILLA,0.04127712249755859,0.06210856437683106
ingestion/INT32,INT32,GZIP,PLAIN,0.03786282539367676,0.06301195621490478
ingestion/INT32,INT32,GZIP,SPRINTZ,0.03887939453125,0.062386608123779295
ingestion/INT32,INT32,GZIP,RLBE,0.03818228244781494,0.061525702476501465
ingestion/INT32,INT32,UNCOMPRESSED,RAKE,0.04165506362915039,0.06345145702362061
ingestion/INT32,INT32,UNCOMPRESSED,RLE,0.04271860122680664,0.0638472318649292
ingestion/INT32,INT32,UNCOMPRESSED,TS_2DIFF,0.037511229515075684,0.06421816349029541
ingestion/INT32,INT32,UNCOMPRESSED,GORILLA,0.03918144702911377,0.06489815711975097
ingestion/INT32,INT32,UNCOMPRESSED,PLAIN,0.04021511077880859,0.06467585563659668
ingestion/INT32,INT32,UNCOMPRESSED,SPRINTZ,0.038071393966674805,0.018865752220153808
ingestion/INT32,INT32,UNCOMPRESSED,RLBE,0.038411283493041994,0.014061284065246583
ingestion/INT32,INT32,LZ4,RAKE,0.03708822727203369,0.015063667297363281
ingestion/INT32,INT32,LZ4,RLE,0.03747091293334961,0.014158678054809571
ingestion/INT32,INT32,LZ4,TS_2DIFF,0.03810548782348633,0.01409308910369873
ingestion/INT32,INT32,LZ4,GORILLA,0.037070727348327635,0.013723278045654297
ingestion/INT32,INT32,LZ4,PLAIN,0.0393390417098999,0.012694025039672851
ingestion/INT32,INT32,LZ4,SPRINTZ,0.039043235778808597,0.013443660736083985
ingestion/INT32,INT32,LZ4,RLBE,0.04103062152862549,0.013804006576538085
ingestion/INT32,INT32,SNAPPY,RAKE,0.038625144958496095,0.014246273040771484
ingestion/INT32,INT32,SNAPPY,RLE,0.038016462326049806,0.014368867874145508
ingestion/INT32,INT32,SNAPPY,TS_2DIFF,0.03606748580932617,0.014055371284484863
ingestion/INT32,INT32,SNAPPY,GORILLA,0.036370468139648435,0.013884496688842774
ingestion/INT32,INT32,SNAPPY,PLAIN,0.037116074562072755,0.014670372009277344
ingestion/INT32,INT32,SNAPPY,SPRINTZ,0.03721487522125244,0.014120078086853028
ingestion/INT32,INT32,SNAPPY,RLBE,0.03604421615600586,0.014364528656005859
ingestion/INT32,INT32,GZIP,RAKE,0.04019150733947754,0.012653589248657227
ingestion/INT32,INT32,GZIP,RLE,0.03615844249725342,0.014289045333862304
ingestion/INT32,INT32,GZIP,TS_2DIFF,0.03535506725311279,0.014371943473815919
ingestion/INT32,INT32,GZIP,GORILLA,0.04212400913238525,0.01466822624206543
ingestion/INT32,INT32,GZIP,PLAIN,0.043286895751953124,0.015432596206665039
ingestion/INT32,INT32,GZIP,SPRINTZ,0.04324109554290771,0.015020084381103516
ingestion/INT32,INT32,GZIP,RLBE,0.04825093746185303,0.01576685905456543
ingestion/INT32,INT32,UNCOMPRESSED,RAKE,0.04549415111541748,0.013411188125610351
ingestion/INT32,INT32,UNCOMPRESSED,RLE,0.045342659950256346,0.013714885711669922
ingestion/INT32,INT32,UNCOMPRESSED,TS_2DIFF,0.04518589973449707,0.012361764907836914
ingestion/INT32,INT32,UNCOMPRESSED,GORILLA,0.04827711582183838,0.011853289604187012
ingestion/INT32,INT32,UNCOMPRESSED,PLAIN,0.04411833286285401,0.015032696723937988
ingestion/INT32,INT32,UNCOMPRESSED,SPRINTZ,0.044383907318115236,0.015581750869750976
ingestion/INT32,INT32,UNCOMPRESSED,RLBE,0.04476327896118164,0.013608193397521973
ingestion/INT32,INT32,LZ4,RAKE,0.04677560329437256,0.013165783882141114
ingestion/INT32,INT32,LZ4,RLE,0.046637964248657224,0.011889505386352538
ingestion/INT32,INT32,LZ4,TS_2DIFF,0.0437119722366333,0.015683579444885253
ingestion/INT32,INT32,LZ4,GORILLA,0.043996644020080564,0.015831422805786134
ingestion/INT32,INT32,LZ4,PLAIN,0.043213701248168944,0.014926695823669433
ingestion/INT32,INT32,LZ4,SPRINTZ,0.04479196071624756,0.014804744720458984
ingestion/INT32,INT32,LZ4,RLBE,0.046350860595703126,0.013613367080688476
ingestion/INT32,INT32,SNAPPY,RAKE,0.0452674388885498,0.007557916641235352
ingestion/INT32,INT32,SNAPPY,RLE,0.04566435813903809,0.007647228240966797
ingestion/INT32,INT32,SNAPPY,TS_2DIFF,0.046085476875305176,0.007976412773132324
ingestion/INT32,INT32,SNAPPY,GORILLA,0.0417980432510376,0.009738802909851074
ingestion/INT32,INT32,SNAPPY,PLAIN,0.04467952251434326,0.008873081207275391
ingestion/INT32,INT32,SNAPPY,SPRINTZ,0.044913291931152344,0.009112882614135741
ingestion/INT32,INT32,SNAPPY,RLBE,0.04576797485351562,0.013087797164916991
ingestion/INT32,INT32,GZIP,RAKE,0.04335939884185791,0.00902109146118164
ingestion/INT32,INT32,GZIP,RLE,0.04344053268432617,0.009406709671020507
ingestion/INT32,INT32,GZIP,TS_2DIFF,0.044052958488464355,0.009561276435852051
ingestion/INT32,INT32,GZIP,GORILLA,0.0448908805847168,0.009842801094055175
ingestion/INT32,INT32,GZIP,PLAIN,0.04397616386413574,0.009493517875671386
ingestion/INT32,INT32,GZIP,SPRINTZ,0.04432559013366699,0.008886337280273438
ingestion/INT32,INT32,GZIP,RLBE,0.04477050304412842,0.01238565444946289
ingestion/INT32,INT32,UNCOMPRESSED,RAKE,0.04341268539428711,0.009705424308776855
ingestion/INT32,INT32,UNCOMPRESSED,RLE,0.04152069091796875,0.009187436103820801
ingestion/INT32,INT32,UNCOMPRESSED,TS_2DIFF,0.04387528896331787,0.010094523429870605
ingestion/INT32,INT32,UNCOMPRESSED,GORILLA,0.04293115139007568,0.009029150009155273
ingestion/INT32,INT32,UNCOMPRESSED,PLAIN,0.04428234100341797,0.00990757942199707
ingestion/INT32,INT32,UNCOMPRESSED,SPRINTZ,0.043421578407287595,0.009903860092163087
ingestion/INT32,INT32,UNCOMPRESSED,RLBE,0.0442347526550293,0.011177682876586914
ingestion/INT32,INT32,LZ4,RAKE,0.04407191276550293,0.010009551048278808
ingestion/INT32,INT32,LZ4,RLE,0.04283242225646973,0.009316062927246094
ingestion/INT32,INT32,LZ4,TS_2DIFF,0.043552088737487796,0.00979461669921875
ingestion/INT32,INT32,LZ4,GORILLA,0.04192807674407959,0.010010433197021485
ingestion/INT32,INT32,LZ4,PLAIN,0.04299499988555908,0.00960226058959961
ingestion/INT32,INT32,LZ4,SPRINTZ,0.0430034875869751,0.01009371280670166
ingestion/INT32,INT32,LZ4,RLBE,0.04501307010650635,0.012241506576538086
ingestion/INT32,INT32,SNAPPY,RAKE,0.0697056531906128,0.00745849609375
ingestion/INT32,INT32,SNAPPY,RLE,0.03869447708129883,0.00687253475189209
ingestion/INT32,INT32,SNAPPY,TS_2DIFF,0.03791842460632324,0.006547069549560547
ingestion/INT32,INT32,SNAPPY,GORILLA,0.038933825492858884,0.006573677062988281
ingestion/INT32,INT32,SNAPPY,PLAIN,0.03791697025299072,0.006766963005065918
ingestion/INT32,INT32,SNAPPY,SPRINTZ,0.036141180992126466,0.006571078300476074
ingestion/INT32,INT32,SNAPPY,RLBE,0.036543655395507815,0.006844472885131836
ingestion/INT32,INT32,GZIP,RAKE,0.03632552623748779,0.006807017326354981
ingestion/INT32,INT32,GZIP,RLE,0.03835575580596924,0.0068046808242797855
ingestion/INT32,INT32,GZIP,TS_2DIFF,0.038144850730896,0.0074841022491455075
ingestion/INT32,INT32,GZIP,GORILLA,0.0374988317489624,0.007292437553405762
ingestion/INT32,INT32,GZIP,PLAIN,0.03744020462036133,0.006783246994018555
ingestion/INT32,INT32,GZIP,SPRINTZ,0.03850531578063965,0.006853342056274414
ingestion/INT32,INT32,GZIP,RLBE,0.03671207427978516,0.006941533088684082
ingestion/INT32,INT32,UNCOMPRESSED,RAKE,0.037572288513183595,0.007092595100402832
ingestion/INT32,INT32,UNCOMPRESSED,RLE,0.0378049373626709,0.007111072540283203
ingestion/INT32,INT32,UNCOMPRESSED,TS_2DIFF,0.037926101684570314,0.007267951965332031
ingestion/INT32,INT32,UNCOMPRESSED,GORILLA,0.0380169153213501,0.0071494817733764645
ingestion/INT32,INT32,UNCOMPRESSED,PLAIN,0.03906238079071045,0.006939482688903808
ingestion/INT32,INT32,UNCOMPRESSED,SPRINTZ,0.03699629306793213,0.007296442985534668
ingestion/INT32,INT32,UNCOMPRESSED,RLBE,0.03858251571655273,0.007288885116577148
ingestion/INT32,INT32,LZ4,RAKE,0.03734343051910401,0.007256412506103515
ingestion/INT32,INT32,LZ4,RLE,0.03719308376312256,0.007484626770019531
ingestion/INT32,INT32,LZ4,TS_2DIFF,0.039609670639038086,0.007552027702331543
ingestion/INT32,INT32,LZ4,GORILLA,0.03850405216217041,0.00749363899230957
ingestion/INT32,INT32,LZ4,PLAIN,0.03707010746002197,0.007838177680969238
ingestion/INT32,INT32,LZ4,SPRINTZ,0.038397812843322755,0.007237577438354492
ingestion/INT32,INT32,LZ4,RLBE,0.04145662784576416,0.007758808135986328
ingestion/INT32,INT32,SNAPPY,RAKE,0.051865673065185545,0.015097689628601075
ingestion/INT32,INT32,SNAPPY,RLE,0.05210335254669189,0.014628863334655762
ingestion/INT32,INT32,SNAPPY,TS_2DIFF,0.04915771484375,0.01349639892578125
ingestion/INT32,INT32,SNAPPY,GORILLA,0.0521425724029541,0.014153885841369628
ingestion/INT32,INT32,SNAPPY,PLAIN,0.05313398838043213,0.014255380630493164
ingestion/INT32,INT32,SNAPPY,SPRINTZ,0.05099639892578125,0.014709663391113282
ingestion/INT32,INT32,SNAPPY,RLBE,0.050754761695861815,0.015274953842163087
ingestion/INT32,INT32,GZIP,RAKE,0.051176261901855466,0.014103436470031738
ingestion/INT32,INT32,GZIP,RLE,0.05165762901306152,0.014529585838317871
ingestion/INT32,INT32,GZIP,TS_2DIFF,0.04917144775390625,0.014404058456420898
ingestion/INT32,INT32,GZIP,GORILLA,0.05057470798492432,0.013921451568603516
ingestion/INT32,INT32,GZIP,PLAIN,0.04934170246124268,0.014473414421081543
ingestion/INT32,INT32,GZIP,SPRINTZ,0.05118396282196045,0.014318704605102539
ingestion/INT32,INT32,GZIP,RLBE,0.05139191150665283,0.014595603942871094
ingestion/INT32,INT32,UNCOMPRESSED,RAKE,0.05042314529418945,0.014573955535888672
ingestion/INT32,INT32,UNCOMPRESSED,RLE,0.04881157875061035,0.01514604091644287
ingestion/INT32,INT32,UNCOMPRESSED,TS_2DIFF,0.05299997329711914,0.01424734592437744
ingestion/INT32,INT32,UNCOMPRESSED,GORILLA,0.05005693435668945,0.014673185348510743
ingestion/INT32,INT32,UNCOMPRESSED,PLAIN,0.05269844532012939,0.014218497276306152
ingestion/INT32,INT32,UNCOMPRESSED,SPRINTZ,0.05106618404388428,0.014206743240356446
ingestion/INT32,INT32,UNCOMPRESSED,RLBE,0.051604819297790525,0.015085363388061523
ingestion/INT32,INT32,LZ4,RAKE,0.04910037517547607,0.01502537727355957
ingestion/INT32,INT32,LZ4,RLE,0.04959030151367187,0.014245820045471192
ingestion/INT32,INT32,LZ4,TS_2DIFF,0.05082793235778808,0.013733291625976562
ingestion/INT32,INT32,LZ4,GORILLA,0.05094156265258789,0.014727616310119629
ingestion/INT32,INT32,LZ4,PLAIN,0.05091850757598877,0.014037418365478515
ingestion/INT32,INT32,LZ4,SPRINTZ,0.0522369384765625,0.014681363105773925
ingestion/INT32,INT32,LZ4,RLBE,0.052915358543396,0.01391143798828125
ingestion/FLOAT,FLOAT,SNAPPY,RAKE,0.07125735282897949,0.004538702964782715
ingestion/FLOAT,FLOAT,SNAPPY,RLE,0.042654919624328616,0.004864215850830078
ingestion/FLOAT,FLOAT,SNAPPY,TS_2DIFF,0.04255812168121338,0.005443477630615234
ingestion/FLOAT,FLOAT,SNAPPY,GORILLA,0.04418301582336426,0.005487632751464844
ingestion/FLOAT,FLOAT,SNAPPY,PLAIN,0.04416711330413818,0.006980013847351074
ingestion/FLOAT,FLOAT,SNAPPY,SPRINTZ,0.04432556629180908,0.008975481986999512
ingestion/FLOAT,FLOAT,SNAPPY,RLBE,0.04251456260681152,0.008486509323120117
ingestion/FLOAT,FLOAT,GZIP,RAKE,0.04471418857574463,0.006997942924499512
ingestion/FLOAT,FLOAT,GZIP,RLE,0.04365987777709961,0.007974815368652344
ingestion/FLOAT,FLOAT,GZIP,TS_2DIFF,0.042486381530761716,0.006959009170532227
ingestion/FLOAT,FLOAT,GZIP,GORILLA,0.04405012130737305,0.006886410713195801
ingestion/FLOAT,FLOAT,GZIP,PLAIN,0.04526510238647461,0.005234193801879883
ingestion/FLOAT,FLOAT,GZIP,SPRINTZ,0.042828607559204104,0.005363583564758301
ingestion/FLOAT,FLOAT,GZIP,RLBE,0.04410111904144287,0.008407163619995116
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RAKE,0.044203972816467284,0.00481562614440918
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RLE,0.04272115230560303,0.006767868995666504
ingestion/FLOAT,FLOAT,UNCOMPRESSED,TS_2DIFF,0.043275976181030275,0.005783176422119141
ingestion/FLOAT,FLOAT,UNCOMPRESSED,GORILLA,0.04475202560424805,0.0044154167175292965
ingestion/FLOAT,FLOAT,UNCOMPRESSED,PLAIN,0.04416787624359131,0.005266165733337403
ingestion/FLOAT,FLOAT,UNCOMPRESSED,SPRINTZ,0.04405021667480469,0.003492999076843262
ingestion/FLOAT,FLOAT,UNCOMPRESSED,RLBE,0.04312617778778076,0.005275917053222656
ingestion/FLOAT,FLOAT,LZ4,RAKE,0.0426483154296875,0.005637812614440918
ingestion/FLOAT,FLOAT,LZ4,RLE,0.044461417198181155,0.007956147193908691
ingestion/FLOAT,FLOAT,LZ4,TS_2DIFF,0.04166431427001953,0.010026383399963378
ingestion/FLOAT,FLOAT,LZ4,GORILLA,0.04457666873931885,0.006176280975341797
ingestion/FLOAT,FLOAT,LZ4,PLAIN,0.043532276153564455,0.007190585136413574
ingestion/FLOAT,FLOAT,LZ4,SPRINTZ,0.04272792339324951,0.007642126083374024
ingestion/FLOAT,FLOAT,LZ4,RLBE,0.04373314380645752,0.007022953033447266
ingestion/FLOAT,FLOAT,SNAPPY,RAKE,0.05458390712738037,0.011347198486328125
ingestion/FLOAT,FLOAT,SNAPPY,RLE,0.05245747566223145,0.019099998474121093
ingestion/FLOAT,FLOAT,SNAPPY,TS_2DIFF,0.054697489738464354,0.019245052337646486
ingestion/FLOAT,FLOAT,SNAPPY,GORILLA,0.053031516075134275,0.010073113441467284
ingestion/FLOAT,FLOAT,SNAPPY,PLAIN,0.052972722053527835,0.010743856430053711
