DataSet,DataType,Compressor,Encoding,Insert Time,Select Time
ingestion/INT64,INT64,SNAPPY,RAKE,0.055031847953796384,0.03209538459777832
ingestion/INT64,INT64,SNAPPY,RLE,0.0525017499923706,0.032069826126098634
ingestion/INT64,INT64,SNAPPY,TS_2DIFF,0.05555417537689209,0.032198977470397946
ingestion/INT64,INT64,SNAPPY,GORILLA,0.055203580856323244,0.0326704740524292
ingestion/INT64,INT64,SNAPPY,PLAIN,0.055370020866394046,0.032231831550598146
ingestion/INT64,INT64,SNAPPY,SPRINTZ,0.055414342880249025,0.03279223442077637
ingestion/INT64,INT64,SNAPPY,RLBE,0.05358731746673584,0.03279585838317871
ingestion/INT64,INT64,GZIP,RAKE,0.054031872749328615,0.03371455669403076
ingestion/INT64,INT64,GZIP,RLE,0.05456025600433349,0.03357589244842529
ingestion/INT64,INT64,GZIP,TS_2DIFF,0.05342950820922852,0.03304071426391601
ingestion/INT64,INT64,GZIP,GORILLA,0.05428721904754639,0.033113956451416016
ingestion/INT64,INT64,GZIP,PLAIN,0.052748680114746094,0.03311278820037842
ingestion/INT64,INT64,GZIP,SPRINTZ,0.05454387664794922,0.03291480541229248
ingestion/INT64,INT64,GZIP,RLBE,0.05353074073791504,0.034204864501953126
ingestion/INT64,INT64,UNCOMPRESSED,RAKE,0.052869224548339845,0.0346696138381958
ingestion/INT64,INT64,UNCOMPRESSED,RLE,0.054215288162231444,0.034305357933044435
ingestion/INT64,INT64,UNCOMPRESSED,TS_2DIFF,0.05401356220245361,0.03466966152191162
ingestion/INT64,INT64,UNCOMPRESSED,GORILLA,0.053815150260925294,0.03463740348815918
ingestion/INT64,INT64,UNCOMPRESSED,PLAIN,0.054936575889587405,0.034343719482421875
ingestion/INT64,INT64,UNCOMPRESSED,SPRINTZ,0.05231587886810303,0.034659385681152344
ingestion/INT64,INT64,UNCOMPRESSED,RLBE,0.05524444580078125,0.03541224002838135
ingestion/INT64,INT64,LZ4,RAKE,0.05441265106201172,0.0360645055770874
ingestion/INT64,INT64,LZ4,RLE,0.054370999336242676,0.0352191686630249
ingestion/INT64,INT64,LZ4,TS_2DIFF,0.05397331714630127,0.03494281768798828
ingestion/INT64,INT64,LZ4,GORILLA,0.05707018375396729,0.03523662090301514
ingestion/INT64,INT64,LZ4,PLAIN,0.055419206619262695,0.03577632904052734
ingestion/INT64,INT64,LZ4,SPRINTZ,0.054900717735290525,0.035900020599365236
ingestion/INT64,INT64,LZ4,RLBE,0.0531538724899292,0.0359846830368042
ingestion/INT64,INT64,SNAPPY,RAKE,0.04655609130859375,0.040113282203674314
ingestion/INT64,INT64,SNAPPY,RLE,0.04650602340698242,0.03997161388397217
ingestion/INT64,INT64,SNAPPY,TS_2DIFF,0.045596194267272946,0.03922462463378906
ingestion/INT64,INT64,SNAPPY,GORILLA,0.04643933773040772,0.0398632287979126
ingestion/INT64,INT64,SNAPPY,PLAIN,0.046188974380493165,0.04051947593688965
ingestion/INT64,INT64,SNAPPY,SPRINTZ,0.046781396865844725,0.03990492820739746
ingestion/INT64,INT64,SNAPPY,RLBE,0.046653914451599124,0.042254185676574706
ingestion/INT64,INT64,GZIP,RAKE,0.04657571315765381,0.041473007202148436
ingestion/INT64,INT64,GZIP,RLE,0.04531984329223633,0.040386319160461426
ingestion/INT64,INT64,GZIP,TS_2DIFF,0.045888876914978026,0.040475773811340335
ingestion/INT64,INT64,GZIP,GORILLA,0.04807415008544922,0.04127936363220215
ingestion/INT64,INT64,GZIP,PLAIN,0.045915865898132326,0.04036858081817627
ingestion/INT64,INT64,GZIP,SPRINTZ,0.04568789005279541,0.04069504737854004
ingestion/INT64,INT64,GZIP,RLBE,0.04527225494384766,0.0424283504486084
ingestion/INT64,INT64,UNCOMPRESSED,RAKE,0.04648313522338867,0.04211549758911133
ingestion/INT64,INT64,UNCOMPRESSED,RLE,0.04527568817138672,0.04217309951782226
ingestion/INT64,INT64,UNCOMPRESSED,TS_2DIFF,0.04770636558532715,0.04313902854919434
ingestion/INT64,INT64,UNCOMPRESSED,GORILLA,0.04499201774597168,0.042206549644470216
ingestion/INT64,INT64,UNCOMPRESSED,PLAIN,0.04670557975769043,0.04251599311828613
ingestion/INT64,INT64,UNCOMPRESSED,SPRINTZ,0.04589848518371582,0.04321954250335693
ingestion/INT64,INT64,UNCOMPRESSED,RLBE,0.046006631851196286,0.04483773708343506
ingestion/INT64,INT64,LZ4,RAKE,0.04590795040130615,0.0439422607421875
ingestion/INT64,INT64,LZ4,RLE,0.045533251762390134,0.04412167072296143
ingestion/INT64,INT64,LZ4,TS_2DIFF,0.04653708934783936,0.0432910680770874
ingestion/INT64,INT64,LZ4,GORILLA,0.04625225067138672,0.04315812587738037
ingestion/INT64,INT64,LZ4,PLAIN,0.04775018692016601,0.04341726303100586
ingestion/INT64,INT64,LZ4,SPRINTZ,0.04524464607238769,0.04308564662933349
ingestion/INT64,INT64,LZ4,RLBE,0.04667594432830811,0.04587569236755371
ingestion/INT64,INT64,SNAPPY,RAKE,0.04955348968505859,0.046254444122314456
ingestion/INT64,INT64,SNAPPY,RLE,0.04698677062988281,0.04635956287384033
ingestion/INT64,INT64,SNAPPY,TS_2DIFF,0.04879131317138672,0.046993446350097653
ingestion/INT64,INT64,SNAPPY,GORILLA,0.04835155010223389,0.048527073860168454
ingestion/INT64,INT64,SNAPPY,PLAIN,0.048200011253356934,0.027434992790222167
ingestion/INT64,INT64,SNAPPY,SPRINTZ,0.047953677177429196,0.02499837875366211
ingestion/INT64,INT64,SNAPPY,RLBE,0.04985313415527344,0.03416197299957276
ingestion/INT64,INT64,GZIP,RAKE,0.04960165023803711,0.02771167755126953
ingestion/INT64,INT64,GZIP,RLE,0.04717929363250732,0.02602229118347168
ingestion/INT64,INT64,GZIP,TS_2DIFF,0.0489469051361084,0.02429022789001465
ingestion/INT64,INT64,GZIP,GORILLA,0.04825286865234375,0.02429525852203369
ingestion/INT64,INT64,GZIP,PLAIN,0.04902215003967285,0.025236964225769043
ingestion/INT64,INT64,GZIP,SPRINTZ,0.04826350212097168,0.02612648010253906
ingestion/INT64,INT64,GZIP,RLBE,0.04694969654083252,0.030570054054260255
ingestion/INT64,INT64,UNCOMPRESSED,RAKE,0.04879133701324463,0.01795516014099121
ingestion/INT64,INT64,UNCOMPRESSED,RLE,0.04856863021850586,0.02696373462677002
ingestion/INT64,INT64,UNCOMPRESSED,TS_2DIFF,0.04699709415435791,0.02875981330871582
ingestion/INT64,INT64,UNCOMPRESSED,GORILLA,0.048555541038513186,0.02737729549407959
ingestion/INT64,INT64,UNCOMPRESSED,PLAIN,0.0494704008102417,0.028194904327392578
ingestion/INT64,INT64,UNCOMPRESSED,SPRINTZ,0.04960939884185791,0.028113746643066408
ingestion/INT64,INT64,UNCOMPRESSED,RLBE,0.048533296585083006,0.03845059871673584
ingestion/INT64,INT64,LZ4,RAKE,0.0481436014175415,0.023235607147216796
ingestion/INT64,INT64,LZ4,RLE,0.04770627021789551,0.02579166889190674
ingestion/INT64,INT64,LZ4,TS_2DIFF,0.048053193092346194,0.027586698532104492
ingestion/INT64,INT64,LZ4,GORILLA,0.04646055698394776,0.026940059661865235
ingestion/INT64,INT64,LZ4,PLAIN,0.04863758087158203,0.028507232666015625
ingestion/INT64,INT64,LZ4,SPRINTZ,0.04852547645568848,0.02778193950653076
ingestion/INT64,INT64,LZ4,RLBE,0.048013734817504886,0.03604440689086914
ingestion/INT64,INT64,SNAPPY,RAKE,0.0469205379486084,0.022826290130615233
ingestion/INT64,INT64,SNAPPY,RLE,0.04646954536437988,0.023850536346435545
ingestion/INT64,INT64,SNAPPY,TS_2DIFF,0.04656367301940918,0.023330163955688477
ingestion/INT64,INT64,SNAPPY,GORILLA,0.04753589630126953,0.02382075786590576
ingestion/INT64,INT64,SNAPPY,PLAIN,0.04613337516784668,0.02274003028869629
ingestion/INT64,INT64,SNAPPY,SPRINTZ,0.045730876922607425,0.023182773590087892
ingestion/INT64,INT64,SNAPPY,RLBE,0.046604466438293454,0.030161452293395997
ingestion/INT64,INT64,GZIP,RAKE,0.046802830696105954,0.023782777786254882
ingestion/INT64,INT64,GZIP,RLE,0.04702038764953613,0.023203372955322266
ingestion/INT64,INT64,GZIP,TS_2DIFF,0.04553532600402832,0.023853874206542967
ingestion/INT64,INT64,GZIP,GORILLA,0.04731659889221192,0.02545607089996338
ingestion/INT64,INT64,GZIP,PLAIN,0.04678099155426026,0.024817776679992676
ingestion/INT64,INT64,GZIP,SPRINTZ,0.0452664852142334,0.024161362648010255
ingestion/INT64,INT64,GZIP,RLBE,0.04640276432037353,0.030623483657836913
ingestion/INT64,INT64,UNCOMPRESSED,RAKE,0.0462956428527832,0.024976396560668947
ingestion/INT64,INT64,UNCOMPRESSED,RLE,0.04560973644256592,0.02465686798095703
ingestion/INT64,INT64,UNCOMPRESSED,TS_2DIFF,0.046997880935668944,0.027562475204467772
ingestion/INT64,INT64,UNCOMPRESSED,GORILLA,0.0460338830947876,0.026263332366943358
ingestion/INT64,INT64,UNCOMPRESSED,PLAIN,0.04546198844909668,0.026625418663024904
ingestion/INT64,INT64,UNCOMPRESSED,SPRINTZ,0.045131564140319824,0.025734448432922365
ingestion/INT64,INT64,UNCOMPRESSED,RLBE,0.04553022384643555,0.035315537452697755
ingestion/INT64,INT64,LZ4,RAKE,0.046835136413574216,0.02729017734527588
ingestion/INT64,INT64,LZ4,RLE,0.04627559185028076,0.027482819557189942
ingestion/INT64,INT64,LZ4,TS_2DIFF,0.045192813873291014,0.028680586814880372
ingestion/INT64,INT64,LZ4,GORILLA,0.04625558853149414,0.028389954566955568
ingestion/INT64,INT64,LZ4,PLAIN,0.04680776596069336,0.028809356689453124
ingestion/INT64,INT64,LZ4,SPRINTZ,0.045751118659973146,0.029834818840026856
ingestion/INT64,INT64,LZ4,RLBE,0.045536351203918454,0.03824818134307861
ingestion/INT64,INT64,SNAPPY,RAKE,0.04621977806091308,0.034066271781921384
ingestion/INT64,INT64,SNAPPY,RLE,0.04557368755340576,0.03312671184539795
ingestion/INT64,INT64,SNAPPY,TS_2DIFF,0.04656553268432617,0.03541178703308105
ingestion/INT64,INT64,SNAPPY,GORILLA,0.046005845069885254,0.03420264720916748
ingestion/INT64,INT64,SNAPPY,PLAIN,0.04553313255310058,0.03437869548797608
ingestion/INT64,INT64,SNAPPY,SPRINTZ,0.04678885936737061,0.035022401809692384
ingestion/INT64,INT64,SNAPPY,RLBE,0.044500184059143064,0.04826898574829101
ingestion/INT64,INT64,GZIP,RAKE,0.04654860496520996,0.036030125617980954
ingestion/INT64,INT64,GZIP,RLE,0.0459650993347168,0.03645303249359131
ingestion/INT64,INT64,GZIP,TS_2DIFF,0.04466853141784668,0.03612830638885498
ingestion/INT64,INT64,GZIP,GORILLA,0.046906113624572754,0.036528587341308594
ingestion/INT64,INT64,GZIP,PLAIN,0.047058510780334475,0.0375152587890625
ingestion/INT64,INT64,GZIP,SPRINTZ,0.04445281028747559,0.03708839416503906
ingestion/INT64,INT64,GZIP,RLBE,0.045270442962646484,0.0514697790145874
ingestion/INT64,INT64,UNCOMPRESSED,RAKE,0.046016263961791995,0.03881258964538574
ingestion/INT64,INT64,UNCOMPRESSED,RLE,0.04655900001525879,0.03813114166259766
ingestion/INT64,INT64,UNCOMPRESSED,TS_2DIFF,0.045155000686645505,0.038684654235839847
ingestion/INT64,INT64,UNCOMPRESSED,GORILLA,0.0454373836517334,0.03902633190155029
ingestion/INT64,INT64,UNCOMPRESSED,PLAIN,0.04658207893371582,0.03943777084350586
ingestion/INT64,INT64,UNCOMPRESSED,SPRINTZ,0.04453849792480469,0.03952033519744873
ingestion/INT64,INT64,UNCOMPRESSED,RLBE,0.04455211162567139,0.056360936164855956
ingestion/INT64,INT64,LZ4,RAKE,0.045853161811828615,0.04117581844329834
ingestion/INT64,INT64,LZ4,RLE,0.04649894237518311,0.0406705379486084
ingestion/INT64,INT64,LZ4,TS_2DIFF,0.045397710800170896,0.04053783416748047
ingestion/INT64,INT64,LZ4,GORILLA,0.04570834636688233,0.041052508354187014
ingestion/INT64,INT64,LZ4,PLAIN,0.04600808620452881,0.04182696342468262
ingestion/INT64,INT64,LZ4,SPRINTZ,0.04618270397186279,0.042333149909973146
ingestion/INT64,INT64,LZ4,RLBE,0.048300313949584964,0.06237788200378418
ingestion/INT64,INT64,SNAPPY,RAKE,0.04526739120483399,0.043463850021362306
ingestion/INT64,INT64,SNAPPY,RLE,0.04660553932189941,0.04391460418701172
ingestion/INT64,INT64,SNAPPY,TS_2DIFF,0.044586586952209475,0.04280116558074951
ingestion/INT64,INT64,SNAPPY,GORILLA,0.045738744735717776,0.043512821197509766
ingestion/INT64,INT64,SNAPPY,PLAIN,0.04358022212982178,0.04248640537261963
ingestion/INT64,INT64,SNAPPY,SPRINTZ,0.04701375961303711,0.04412546157836914
ingestion/INT64,INT64,SNAPPY,RLBE,0.04560518264770508,0.06529881954193115
ingestion/INT64,INT64,GZIP,RAKE,0.043651461601257324,0.044794225692749025
ingestion/INT64,INT64,GZIP,RLE,0.047635579109191896,0.04484679698944092
ingestion/INT64,INT64,GZIP,TS_2DIFF,0.04595861434936523,0.04477264881134033
ingestion/INT64,INT64,GZIP,GORILLA,0.0373784065246582,0.04111630916595459
ingestion/INT64,INT64,GZIP,PLAIN,0.0435640811920166,0.04384162425994873
ingestion/INT64,INT64,GZIP,SPRINTZ,0.04514334201812744,0.0462876558303833
ingestion/INT64,INT64,GZIP,RLBE,0.045792222023010254,0.06954340934753418
ingestion/INT64,INT64,UNCOMPRESSED,RAKE,0.04556558132171631,0.048095989227294925
ingestion/INT64,INT64,UNCOMPRESSED,RLE,0.045447134971618654,0.04748694896697998
ingestion/INT64,INT64,UNCOMPRESSED,TS_2DIFF,0.04378776550292969,0.047499227523803714
ingestion/INT64,INT64,UNCOMPRESSED,GORILLA,0.04506394863128662,0.049071121215820315
ingestion/INT64,INT64,UNCOMPRESSED,PLAIN,0.0459099531173706,0.04808504581451416
ingestion/INT64,INT64,UNCOMPRESSED,SPRINTZ,0.04594385623931885,0.04939455986022949
ingestion/INT64,INT64,UNCOMPRESSED,RLBE,0.043683958053588864,0.07268342971801758
ingestion/INT64,INT64,LZ4,RAKE,0.04524228572845459,0.05007936954498291
ingestion/INT64,INT64,LZ4,RLE,0.04382245540618897,0.04961326122283936
ingestion/INT64,INT64,LZ4,TS_2DIFF,0.04490010738372803,0.04965953826904297
ingestion/INT64,INT64,LZ4,GORILLA,0.04441311359405518,0.05073094367980957
ingestion/INT64,INT64,LZ4,PLAIN,0.04546577930450439,0.050844573974609376
ingestion/INT64,INT64,LZ4,SPRINTZ,0.044992375373840335,0.05116558074951172
ingestion/INT64,INT64,LZ4,RLBE,0.04486672878265381,0.07801706790924072
ingestion/INT64,INT64,SNAPPY,RAKE,0.0497889518737793,0.05241217613220215
ingestion/INT64,INT64,SNAPPY,RLE,0.03968920707702637,0.048911213874816895
ingestion/INT64,INT64,SNAPPY,TS_2DIFF,0.03996474742889404,0.048898506164550784
ingestion/INT64,INT64,SNAPPY,GORILLA,0.039425086975097653,0.0493262767791748
ingestion/INT64,INT64,SNAPPY,PLAIN,0.038564658164978026,0.04893558025360108
ingestion/INT64,INT64,SNAPPY,SPRINTZ,0.040116286277770995,0.05009589195251465
ingestion/INT64,INT64,SNAPPY,RLBE,0.040440154075622556,0.051423048973083495
ingestion/INT64,INT64,GZIP,RAKE,0.040550756454467776,0.05283243656158447
ingestion/INT64,INT64,GZIP,RLE,0.04001729488372803,0.051706123352050784
ingestion/INT64,INT64,GZIP,TS_2DIFF,0.04008629322052002,0.05285906791687012
ingestion/INT64,INT64,GZIP,GORILLA,0.03940956592559815,0.051598405838012694
ingestion/INT64,INT64,GZIP,PLAIN,0.038993549346923825,0.052343320846557614
ingestion/INT64,INT64,GZIP,SPRINTZ,0.04017419815063476,0.05484611988067627
ingestion/INT64,INT64,GZIP,RLBE,0.039515137672424316,0.052430033683776855
ingestion/INT64,INT64,UNCOMPRESSED,RAKE,0.0405519962310791,0.05450000762939453
ingestion/INT64,INT64,UNCOMPRESSED,RLE,0.040619945526123045,0.0520404577255249
ingestion/INT64,INT64,UNCOMPRESSED,TS_2DIFF,0.04103689193725586,0.055287933349609374
ingestion/INT64,INT64,UNCOMPRESSED,GORILLA,0.039932632446289064,0.052940869331359865
ingestion/INT64,INT64,UNCOMPRESSED,PLAIN,0.04009437561035156,0.05403876304626465
ingestion/INT64,INT64,UNCOMPRESSED,SPRINTZ,0.03944253921508789,0.05328011512756348
ingestion/INT64,INT64,UNCOMPRESSED,RLBE,0.04010627269744873,0.05569150447845459
ingestion/INT64,INT64,LZ4,RAKE,0.04043292999267578,0.05540120601654053
ingestion/INT64,INT64,LZ4,RLE,0.039431285858154294,0.05446016788482666
ingestion/INT64,INT64,LZ4,TS_2DIFF,0.041220903396606445,0.05728759765625
ingestion/INT64,INT64,LZ4,GORILLA,0.0390892744064331,0.05541818141937256
ingestion/INT64,INT64,LZ4,PLAIN,0.040645051002502444,0.05676925182342529
ingestion/INT64,INT64,LZ4,SPRINTZ,0.04034311771392822,0.05628519058227539
ingestion/INT64,INT64,LZ4,RLBE,0.03949198722839355,0.056560635566711426
ingestion/INT64,INT64,SNAPPY,RAKE,0.0405388593673706,0.06105806827545166
ingestion/INT64,INT64,SNAPPY,RLE,0.04703762531280518,0.06154522895812988
ingestion/INT64,INT64,SNAPPY,TS_2DIFF,0.04586877822875977,0.06019594669342041
ingestion/INT64,INT64,SNAPPY,GORILLA,0.045998001098632814,0.061040735244750975
ingestion/INT64,INT64,SNAPPY,PLAIN,0.04477889537811279,0.060542631149291995
ingestion/INT64,INT64,SNAPPY,SPRINTZ,0.045702576637268066,0.06112473011016846
ingestion/INT64,INT64,SNAPPY,RLBE,0.04521036148071289,0.06426286697387695
ingestion/INT64,INT64,GZIP,RAKE,0.04535806179046631,0.0633352518081665
ingestion/INT64,INT64,GZIP,RLE,0.047129154205322266,0.06194503307342529
ingestion/INT64,INT64,GZIP,TS_2DIFF,0.04579071998596192,0.06215226650238037
ingestion/INT64,INT64,GZIP,GORILLA,0.0456047534942627,0.06250216960906982
ingestion/INT64,INT64,GZIP,PLAIN,0.045492029190063475,0.0628882646560669
ingestion/INT64,INT64,GZIP,SPRINTZ,0.046561050415039065,0.06347141265869141
ingestion/INT64,INT64,GZIP,RLBE,0.04464235305786133,0.06622068881988526
ingestion/INT64,INT64,UNCOMPRESSED,RAKE,0.045532608032226564,0.06609506607055664
ingestion/INT64,INT64,UNCOMPRESSED,RLE,0.04650444984436035,0.06483192443847656
ingestion/INT64,INT64,UNCOMPRESSED,TS_2DIFF,0.045858907699584964,0.06433756351470947
ingestion/INT64,INT64,UNCOMPRESSED,GORILLA,0.04515416622161865,0.06529009342193604
ingestion/INT64,INT64,UNCOMPRESSED,PLAIN,0.045393967628479005,0.06496217250823974
ingestion/INT64,INT64,UNCOMPRESSED,SPRINTZ,0.0455209493637085,0.06501319408416747
ingestion/INT64,INT64,UNCOMPRESSED,RLBE,0.047327065467834474,0.06855356693267822
ingestion/INT64,INT64,LZ4,RAKE,0.045781850814819336,0.06663591861724853
ingestion/INT64,INT64,LZ4,RLE,0.04514644145965576,0.0664147138595581
ingestion/INT64,INT64,LZ4,TS_2DIFF,0.04550175666809082,0.06598737239837646
ingestion/INT64,INT64,LZ4,GORILLA,0.04631874561309814,0.06616356372833251
ingestion/INT64,INT64,LZ4,PLAIN,0.046746039390563966,0.06748590469360352
ingestion/INT64,INT64,LZ4,SPRINTZ,0.045766687393188475,0.06683096885681153
ingestion/INT64,INT64,LZ4,RLBE,0.046569323539733885,0.06898510456085205
ingestion/INT64,INT64,SNAPPY,RAKE,0.047487735748291016,0.05854237079620361
ingestion/INT64,INT64,SNAPPY,RLE,0.04466078281402588,0.05734648704528809
ingestion/INT64,INT64,SNAPPY,TS_2DIFF,0.04438674449920654,0.05771899223327637
ingestion/INT64,INT64,SNAPPY,GORILLA,0.04482491016387939,0.057901549339294436
ingestion/INT64,INT64,SNAPPY,PLAIN,0.04653444290161133,0.05840003490447998
ingestion/INT64,INT64,SNAPPY,SPRINTZ,0.045359015464782715,0.05884864330291748
ingestion/INT64,INT64,SNAPPY,RLBE,0.04666414260864258,0.05565333366394043
ingestion/INT64,INT64,GZIP,RAKE,0.0458869218826294,0.05601701736450195
ingestion/INT64,INT64,GZIP,RLE,0.04478902816772461,0.05648176670074463
ingestion/INT64,INT64,GZIP,TS_2DIFF,0.045856595039367676,0.05550088882446289
ingestion/INT64,INT64,GZIP,GORILLA,0.04545426368713379,0.05193076133728027
ingestion/INT64,INT64,GZIP,PLAIN,0.045811581611633304,0.05288040637969971
ingestion/INT64,INT64,GZIP,SPRINTZ,0.0450897216796875,0.053020048141479495
ingestion/INT64,INT64,GZIP,RLBE,0.046558070182800296,0.05363552570343018
ingestion/INT64,INT64,UNCOMPRESSED,RAKE,0.04537789821624756,0.051968932151794434
ingestion/INT64,INT64,UNCOMPRESSED,RLE,0.046100926399230954,0.04975581169128418
ingestion/INT64,INT64,UNCOMPRESSED,TS_2DIFF,0.046782517433166505,0.05041625499725342
ingestion/INT64,INT64,UNCOMPRESSED,GORILLA,0.04713418483734131,0.050636887550354004
ingestion/INT64,INT64,UNCOMPRESSED,PLAIN,0.045403051376342776,0.050128722190856935
ingestion/INT64,INT64,UNCOMPRESSED,SPRINTZ,0.043100714683532715,0.05023136138916016
ingestion/INT64,INT64,UNCOMPRESSED,RLBE,0.04600765705108643,0.050937962532043454
ingestion/INT64,INT64,LZ4,RAKE,0.04638292789459229,0.05092310905456543
ingestion/INT64,INT64,LZ4,RLE,0.047075963020324706,0.052086496353149415
ingestion/INT64,INT64,LZ4,TS_2DIFF,0.04746613502502441,0.048889541625976564
ingestion/INT64,INT64,LZ4,GORILLA,0.04547343254089355,0.04731607437133789
ingestion/INT64,INT64,LZ4,PLAIN,0.0440809965133667,0.04765064716339111
ingestion/INT64,INT64,LZ4,SPRINTZ,0.04606285095214844,0.048940634727478026
ingestion/INT64,INT64,LZ4,RLBE,0.04585597515106201,0.049828743934631346
