DataType,Compression,Encoding,Compression Ratio
FLOAT,GZIP,SPRINTZ,0.3175559911067556
FLOAT,GZIP,RLBE,0.4034334656653433
FLOAT,LZ4,RAKE,0.4075109248907511
FLOAT,LZ4,RLE,0.23417349159841735
FLOAT,LZ4,TS_2DIFF,0.12099545671209955
FLOAT,LZ4,GORILLA,0.3976051906147605
FLOAT,LZ4,PLAIN,0.3324408422582441
FLOAT,LZ4,SPRINTZ,0.36844548221184453
FLOAT,LZ4,RLBE,0.4259490738425949
FLOAT,SNAPPY,RAKE,0.4454138791945414
FLOAT,SNAPPY,RLE,0.185029816368503
FLOAT,SNAPPY,TS_2DIFF,0.12089879101208988
FLOAT,SNAPPY,GORILLA,0.3962177044896218
FLOAT,SNAPPY,PLAIN,0.3437007296593701
FLOAT,SNAPPY,SPRINTZ,0.3752562474375256
FLOAT,SNAPPY,RLBE,0.4258649080175865
FLOAT,NONE,RAKE,0.21338786612133878
FLOAT,NONE,RLE,0.061991046756199104
FLOAT,NONE,TS_2DIFF,0.05387779455538778
FLOAT,NONE,GORILLA,0.15924424089092443
FLOAT,NONE,PLAIN,0.15833341666583334
FLOAT,NONE,SPRINTZ,0.12130462028713046
FLOAT,NONE,RLBE,0.17259577404225956
FLOAT,GZIP,RAKE,0.0801350319830135
FLOAT,GZIP,RLE,0.052451142155245115
FLOAT,GZIP,TS_2DIFF,0.04116292170411629
FLOAT,GZIP,GORILLA,0.11700882991170088
FLOAT,GZIP,PLAIN,0.07155511778215551
FLOAT,GZIP,SPRINTZ,0.08497331693349733
FLOAT,GZIP,RLBE,0.12304043626230404
FLOAT,LZ4,RAKE,0.12150461828715046
FLOAT,LZ4,RLE,0.05338863278033886
FLOAT,LZ4,TS_2DIFF,0.04347956520434796
FLOAT,LZ4,GORILLA,0.14415855841441585
FLOAT,LZ4,PLAIN,0.11208054586120805
FLOAT,LZ4,SPRINTZ,0.10728892711072889
FLOAT,LZ4,RLBE,0.15601427319060143
FLOAT,SNAPPY,RAKE,0.11124805418612481
FLOAT,SNAPPY,RLE,0.053208634580320865
FLOAT,SNAPPY,TS_2DIFF,0.04399539337939954
FLOAT,SNAPPY,GORILLA,0.1504651620150465
FLOAT,SNAPPY,PLAIN,0.10269063976026907
FLOAT,SNAPPY,SPRINTZ,0.11253054136125305
FLOAT,SNAPPY,RLBE,0.16389669436638968
FLOAT,NONE,RAKE,0.4552366666666667
FLOAT,NONE,RLE,0.20817
FLOAT,NONE,TS_2DIFF,0.18571583333333333
FLOAT,NONE,GORILLA,0.3221925
FLOAT,NONE,PLAIN,0.36612833333333333
FLOAT,NONE,SPRINTZ,0.26211083333333335
FLOAT,NONE,RLBE,0.421635
FLOAT,GZIP,RAKE,0.32891166666666666
FLOAT,GZIP,RLE,0.18103666666666668
FLOAT,GZIP,TS_2DIFF,0.160785
FLOAT,GZIP,GORILLA,0.261445
FLOAT,GZIP,PLAIN,0.2791975
FLOAT,GZIP,SPRINTZ,0.23001083333333333
FLOAT,GZIP,RLBE,0.3504475
FLOAT,LZ4,RAKE,0.42540083333333334
FLOAT,LZ4,RLE,0.1928
FLOAT,LZ4,TS_2DIFF,0.16659916666666666
FLOAT,LZ4,GORILLA,0.30726
FLOAT,LZ4,PLAIN,0.35134166666666666
FLOAT,LZ4,SPRINTZ,0.24694916666666666
FLOAT,LZ4,RLBE,0.4091091666666667
FLOAT,SNAPPY,RAKE,0.43469
FLOAT,SNAPPY,RLE,0.190915
FLOAT,SNAPPY,TS_2DIFF,0.167435
FLOAT,SNAPPY,GORILLA,0.3049375
FLOAT,SNAPPY,PLAIN,0.3488716666666667
FLOAT,SNAPPY,SPRINTZ,0.24485583333333333
FLOAT,SNAPPY,RLBE,0.40721666666666667
FLOAT,NONE,RAKE,0.49385839474938587
FLOAT,NONE,RLE,0.17184161491718417
FLOAT,NONE,TS_2DIFF,0.11024473088602448
FLOAT,NONE,GORILLA,0.2805380279530538
FLOAT,NONE,PLAIN,0.3495831708349583
FLOAT,NONE,SPRINTZ,0.2408450915490845
FLOAT,NONE,RLBE,0.40108182251510816
FLOAT,GZIP,RAKE,0.32445425545744544
FLOAT,GZIP,RLE,0.1330820025133082
FLOAT,GZIP,TS_2DIFF,0.08760662393376066
FLOAT,GZIP,GORILLA,0.2529049709502905
FLOAT,GZIP,PLAIN,0.26379652870137965
FLOAT,GZIP,SPRINTZ,0.22101278987210127
FLOAT,GZIP,RLBE,0.34953983793495397
FLOAT,LZ4,RAKE,0.4336281637183628
FLOAT,LZ4,RLE,0.1505718276150572
FLOAT,LZ4,TS_2DIFF,0.09422572440942258
FLOAT,LZ4,GORILLA,0.2697356359769736
FLOAT,LZ4,PLAIN,0.3390457762089046
FLOAT,LZ4,SPRINTZ,0.22988020119798802
FLOAT,LZ4,RLBE,0.3913360866391336
FLOAT,SNAPPY,RAKE,0.45913457532091345
FLOAT,SNAPPY,RLE,0.1448468848644847
FLOAT,SNAPPY,TS_2DIFF,0.09525238080952524
FLOAT,SNAPPY,GORILLA,0.26871397952687137
FLOAT,SNAPPY,PLAIN,0.33776162238377616
FLOAT,SNAPPY,SPRINTZ,0.2290210431229021
FLOAT,SNAPPY,RLBE,0.38995526711399553
FLOAT,NONE,RAKE,0.015135681976513568
FLOAT,NONE,RLE,0.009614070525961407
FLOAT,NONE,TS_2DIFF,0.004984116825498412
FLOAT,NONE,GORILLA,0.010872391276087238
FLOAT,NONE,PLAIN,0.010593227401059323
FLOAT,NONE,SPRINTZ,0.009239074275923907
FLOAT,NONE,RLBE,0.010634060326063406
FLOAT,GZIP,RAKE,0.012049879501204988
FLOAT,GZIP,RLE,0.004658286750465829
FLOAT,GZIP,TS_2DIFF,0.004313290200431329
FLOAT,GZIP,GORILLA,0.009916567500991657
FLOAT,GZIP,PLAIN,0.009743235900974324
FLOAT,GZIP,SPRINTZ,0.009980733525998074
FLOAT,GZIP,RLBE,0.010264064026026407
FLOAT,LZ4,RAKE,0.014421522451442152
FLOAT,LZ4,RLE,0.006765765675676576
FLOAT,LZ4,TS_2DIFF,0.004705786275470579
FLOAT,LZ4,GORILLA,0.010778225551077823
FLOAT,LZ4,PLAIN,0.010365729676036573
FLOAT,LZ4,SPRINTZ,0.009121575450912158
FLOAT,LZ4,RLBE,0.01054489455105449
FLOAT,SNAPPY,RAKE,0.015065682676506568
FLOAT,SNAPPY,RLE,0.00638410282563841
FLOAT,SNAPPY,TS_2DIFF,0.004787452125478745
FLOAT,SNAPPY,GORILLA,0.010803225301080322
FLOAT,SNAPPY,PLAIN,0.010459062076045906
FLOAT,SNAPPY,SPRINTZ,0.00916990830091699
FLOAT,SNAPPY,RLBE,0.010581560851058157
FLOAT,NONE,RAKE,0.4849943167234994
FLOAT,NONE,RLE,0.11877714556187771
FLOAT,NONE,TS_2DIFF,0.07251177488225118
FLOAT,NONE,GORILLA,0.20508378249550838
FLOAT,NONE,PLAIN,0.3495831708349583
FLOAT,NONE,SPRINTZ,0.18276233904327624
FLOAT,NONE,RLBE,0.28120552127812054
FLOAT,GZIP,RAKE,0.15567010996556702
FLOAT,GZIP,RLE,0.08478331883347834
FLOAT,GZIP,TS_2DIFF,0.044097892354409786
FLOAT,GZIP,GORILLA,0.15830258364083025
FLOAT,GZIP,PLAIN,0.12771872281277188
FLOAT,GZIP,SPRINTZ,0.13392449408839244
FLOAT,GZIP,RLBE,0.1916289170441629
FLOAT,LZ4,RAKE,0.22940937257294094
FLOAT,LZ4,RLE,0.09598820678459882
FLOAT,LZ4,TS_2DIFF,0.0512069879301207
FLOAT,LZ4,GORILLA,0.18615480511861549
FLOAT,LZ4,PLAIN,0.19844551554484455
FLOAT,LZ4,SPRINTZ,0.15400345996540035
FLOAT,LZ4,RLBE,0.24003759962400376
FLOAT,SNAPPY,RAKE,0.22066029339706603
FLOAT,SNAPPY,RLE,0.10296563701029657
FLOAT,SNAPPY,TS_2DIFF,0.05064116025506411
FLOAT,SNAPPY,GORILLA,0.19373389599437338
FLOAT,SNAPPY,PLAIN,0.18965060349396506
FLOAT,SNAPPY,SPRINTZ,0.15394179391539417
FLOAT,SNAPPY,RLBE,0.24722336109972234
FLOAT,NONE,RAKE,0.004749119175474912
FLOAT,NONE,RLE,0.0021958113752195813
FLOAT,NONE,TS_2DIFF,0.0023974760252397477
FLOAT,NONE,GORILLA,0.0038449615503844963
FLOAT,NONE,PLAIN,0.004799952000479995
FLOAT,NONE,SPRINTZ,0.0034599654003459965
FLOAT,NONE,RLBE,0.005375779575537578
FLOAT,GZIP,RAKE,0.0009016576500901658
FLOAT,GZIP,RLE,0.0018383149501838315
FLOAT,GZIP,TS_2DIFF,0.0010241564251024157
FLOAT,GZIP,GORILLA,0.002208311250220831
FLOAT,GZIP,PLAIN,0.0008474915250847491
FLOAT,GZIP,SPRINTZ,0.002085812475208581
FLOAT,GZIP,RLBE,0.0028366383002836637
FLOAT,LZ4,RAKE,0.0027399726002739974
FLOAT,LZ4,RLE,0.0011141555251114156
FLOAT,LZ4,TS_2DIFF,0.0018158151751815816
FLOAT,LZ4,GORILLA,0.0030291363753029137
FLOAT,LZ4,PLAIN,0.0014991516751499151
FLOAT,LZ4,SPRINTZ,0.0015858174751585818
FLOAT,LZ4,RLBE,0.004065792675406579
FLOAT,SNAPPY,RAKE,0.001328320050132832
FLOAT,SNAPPY,RLE,0.0020741459252074145
FLOAT,SNAPPY,TS_2DIFF,0.0018374816251837483
FLOAT,SNAPPY,GORILLA,0.003584130825358413
FLOAT,SNAPPY,PLAIN,0.0024416422502441643
FLOAT,SNAPPY,SPRINTZ,0.0029866368002986637
FLOAT,SNAPPY,RLBE,0.0020608127252060814
DOUBLE,NONE,RAKE,0.05884441155588444
DOUBLE,NONE,RLE,0.00773429765702343
DOUBLE,NONE,TS_2DIFF,0.006538059619403806
DOUBLE,NONE,GORILLA,0.03678213217867821
DOUBLE,NONE,PLAIN,0.04286707132928671
DOUBLE,NONE,SPRINTZ,0.03475340246597534
DOUBLE,NONE,RLBE,0.04655640943590564
DOUBLE,GZIP,RAKE,0.040475845241547584
DOUBLE,GZIP,RLE,0.006249937500624993
DOUBLE,GZIP,TS_2DIFF,0.00500619993800062
DOUBLE,GZIP,GORILLA,0.034347156528434716
DOUBLE,GZIP,PLAIN,0.029380331196688033
DOUBLE,GZIP,SPRINTZ,0.031030939690603093
DOUBLE,GZIP,RLBE,0.04110271397286027
DOUBLE,LZ4,RAKE,0.05155510944890551
DOUBLE,LZ4,RLE,0.00706680433195668
DOUBLE,LZ4,TS_2DIFF,0.00528369716302837
DOUBLE,LZ4,GORILLA,0.03621651283487165
DOUBLE,LZ4,PLAIN,0.03675713242867571
DOUBLE,LZ4,SPRINTZ,0.03391278587214128
DOUBLE,LZ4,RLBE,0.046037039629603704
DOUBLE,SNAPPY,RAKE,0.05241635083649163
DOUBLE,SNAPPY,RLE,0.007041179588204118
DOUBLE,SNAPPY,TS_2DIFF,0.005314946850531494
DOUBLE,SNAPPY,GORILLA,0.03607588924110759
DOUBLE,SNAPPY,PLAIN,0.04217332826671733
DOUBLE,SNAPPY,SPRINTZ,0.034047159528404716
DOUBLE,SNAPPY,RLBE,0.04590329096709033
DOUBLE,NONE,RAKE,0.7176484485155148
DOUBLE,NONE,RLE,0.0411989630103699
DOUBLE,NONE,TS_2DIFF,0.05568131818681813
DOUBLE,NONE,GORILLA,0.18350066499335008
DOUBLE,NONE,PLAIN,0.5398971010289897
DOUBLE,NONE,SPRINTZ,0.2071610533894661
DOUBLE,NONE,RLBE,0.2249621253787462
DOUBLE,GZIP,RAKE,0.18970872791272086
DOUBLE,GZIP,RLE,0.024214132858671415
DOUBLE,GZIP,TS_2DIFF,0.024576629233707663
DOUBLE,GZIP,GORILLA,0.15008662413375867
DOUBLE,GZIP,PLAIN,0.15941528084719153
DOUBLE,GZIP,SPRINTZ,0.11118576314236858
DOUBLE,GZIP,RLBE,0.1290118348816512
DOUBLE,LZ4,RAKE,0.24731190188098118
DOUBLE,LZ4,RLE,0.032916545834541656
DOUBLE,LZ4,TS_2DIFF,0.03459215407845922
DOUBLE,LZ4,GORILLA,0.16706082939170608
DOUBLE,LZ4,PLAIN,0.19804426955730442
DOUBLE,LZ4,SPRINTZ,0.13799424505754943
DOUBLE,LZ4,RLBE,0.16564834351656482
DOUBLE,SNAPPY,RAKE,0.26465985340146597
DOUBLE,SNAPPY,RLE,0.03224342756572434
DOUBLE,SNAPPY,TS_2DIFF,0.033747787522124775
DOUBLE,SNAPPY,GORILLA,0.16796332036679634
DOUBLE,SNAPPY,PLAIN,0.2418082069179308
DOUBLE,SNAPPY,SPRINTZ,0.1393879811201888
DOUBLE,SNAPPY,RLBE,0.16632458675413245
DOUBLE,NONE,RAKE,0.8269529804701953
DOUBLE,NONE,RLE,0.14069484305156948
DOUBLE,NONE,TS_2DIFF,0.14690353096469036
DOUBLE,NONE,GORILLA,0.5488657613423866
DOUBLE,NONE,PLAIN,0.5421339536604634
DOUBLE,NONE,SPRINTZ,0.46507847421525783
DOUBLE,NONE,RLBE,0.5458989160108398
DOUBLE,GZIP,RAKE,0.29500642493575063
DOUBLE,GZIP,RLE,0.10202835471645283
DOUBLE,GZIP,TS_2DIFF,0.10695768042319577
DOUBLE,GZIP,GORILLA,0.49733752662473374
DOUBLE,GZIP,PLAIN,0.22137153628463715
DOUBLE,GZIP,SPRINTZ,0.25593369066309335
DOUBLE,GZIP,RLBE,0.36744945050549493
DOUBLE,LZ4,RAKE,0.41436648133518666
DOUBLE,LZ4,RLE,0.1134369906300937
DOUBLE,LZ4,TS_2DIFF,0.12223190268097318
DOUBLE,LZ4,GORILLA,0.5369521304786952
DOUBLE,LZ4,PLAIN,0.30669193308066917
DOUBLE,LZ4,SPRINTZ,0.35257959920400794
DOUBLE,LZ4,RLBE,0.44353431465685345
DOUBLE,SNAPPY,RAKE,0.4273332266677333
DOUBLE,SNAPPY,RLE,0.11668070819291806
DOUBLE,SNAPPY,TS_2DIFF,0.12298314516854832
DOUBLE,SNAPPY,GORILLA,0.5410077149228508
DOUBLE,SNAPPY,PLAIN,0.31845244047559523
DOUBLE,SNAPPY,SPRINTZ,0.3734662653373466
DOUBLE,SNAPPY,RLBE,0.4938244367556324
DOUBLE,NONE,RAKE,0.8756249937500625
DOUBLE,NONE,RLE,0.5274591004089959
DOUBLE,NONE,TS_2DIFF,0.11033577164228357
DOUBLE,NONE,GORILLA,0.5556963180368196
DOUBLE,NONE,PLAIN,0.5415895841041589
DOUBLE,NONE,SPRINTZ,0.5372071279287207
DOUBLE,NONE,RLBE,0.5814466855331447
DOUBLE,GZIP,RAKE,0.28153843461565387
DOUBLE,GZIP,RLE,0.10375521244787553
DOUBLE,GZIP,TS_2DIFF,0.08225417745822541
DOUBLE,GZIP,GORILLA,0.4986037639623604
DOUBLE,GZIP,PLAIN,0.20446670533294667
DOUBLE,GZIP,SPRINTZ,0.26684858151418483
DOUBLE,GZIP,RLBE,0.37015254847451523
DOUBLE,LZ4,RAKE,0.4120158798412016
DOUBLE,LZ4,RLE,0.18892311076889232
DOUBLE,LZ4,TS_2DIFF,0.09155033449665503
DOUBLE,LZ4,GORILLA,0.5334227907720923
DOUBLE,LZ4,PLAIN,0.29108146418535813
DOUBLE,LZ4,SPRINTZ,0.39332731672683274
DOUBLE,LZ4,RLBE,0.45209047909520905
DOUBLE,SNAPPY,RAKE,0.4166639583604164
DOUBLE,SNAPPY,RLE,0.15419470805291946
DOUBLE,SNAPPY,TS_2DIFF,0.09152533474665253
DOUBLE,SNAPPY,GORILLA,0.5416277087229128
DOUBLE,SNAPPY,PLAIN,0.28630838691613086
DOUBLE,SNAPPY,SPRINTZ,0.3949860501394986
DOUBLE,SNAPPY,RLBE,0.488089494105059
DOUBLE,NONE,RAKE,0.3120050049499505
DOUBLE,NONE,RLE,0.04656640933590664
DOUBLE,NONE,TS_2DIFF,0.04218457815421846
DOUBLE,NONE,GORILLA,0.22692835571644285
DOUBLE,NONE,PLAIN,0.22849771502284977
DOUBLE,NONE,SPRINTZ,0.19115371346286536
DOUBLE,NONE,RLBE,0.23978510214897852
DOUBLE,GZIP,RAKE,0.06855368946310537
DOUBLE,GZIP,RLE,0.0395089799102009
DOUBLE,GZIP,TS_2DIFF,0.030961565384346156
DOUBLE,GZIP,GORILLA,0.09649966000339996
DOUBLE,GZIP,PLAIN,0.05616756332436676
DOUBLE,GZIP,SPRINTZ,0.06849369006309937
DOUBLE,GZIP,RLBE,0.1015071099289007
DOUBLE,LZ4,RAKE,0.10828204217957821
DOUBLE,LZ4,RLE,0.040213972860271396
DOUBLE,LZ4,TS_2DIFF,0.032984670153298465
DOUBLE,LZ4,GORILLA,0.14287169628303717
DOUBLE,LZ4,PLAIN,0.09130346196538035
DOUBLE,LZ4,SPRINTZ,0.10986577634223657
DOUBLE,LZ4,RLBE,0.13970860291397086
DOUBLE,SNAPPY,RAKE,0.10396771032289677
DOUBLE,SNAPPY,RLE,0.040063974360256396
DOUBLE,SNAPPY,TS_2DIFF,0.03323654263457365
DOUBLE,SNAPPY,GORILLA,0.15206847931520684
DOUBLE,SNAPPY,PLAIN,0.07918983310166898
DOUBLE,SNAPPY,SPRINTZ,0.10445208047919521
DOUBLE,SNAPPY,RLBE,0.1450960490395096
DOUBLE,NONE,RAKE,0.6981675
DOUBLE,NONE,RLE,0.1554425
DOUBLE,NONE,TS_2DIFF,0.143296875
DOUBLE,NONE,GORILLA,0.46475625
DOUBLE,NONE,PLAIN,0.524735625
DOUBLE,NONE,SPRINTZ,0.426019375
DOUBLE,NONE,RLBE,0.57241875
DOUBLE,GZIP,RAKE,0.5513875
DOUBLE,GZIP,RLE,0.134155
DOUBLE,GZIP,TS_2DIFF,0.12096125
DOUBLE,GZIP,GORILLA,0.43230875
DOUBLE,GZIP,PLAIN,0.459545625
DOUBLE,GZIP,SPRINTZ,0.4052775
DOUBLE,GZIP,RLBE,0.5147425
DOUBLE,LZ4,RAKE,0.6807025
DOUBLE,LZ4,RLE,0.14408
DOUBLE,LZ4,TS_2DIFF,0.125755
DOUBLE,LZ4,GORILLA,0.45446125
DOUBLE,LZ4,PLAIN,0.5148
DOUBLE,LZ4,SPRINTZ,0.415270625
DOUBLE,LZ4,RLBE,0.56293
DOUBLE,SNAPPY,RAKE,0.684764375
DOUBLE,SNAPPY,RLE,0.142776875
DOUBLE,SNAPPY,TS_2DIFF,0.126935
DOUBLE,SNAPPY,GORILLA,0.45199
DOUBLE,SNAPPY,PLAIN,0.512009375
DOUBLE,SNAPPY,SPRINTZ,0.4130325
DOUBLE,SNAPPY,RLBE,0.561606875
DOUBLE,NONE,RAKE,0.721349661503385
DOUBLE,NONE,RLE,0.14505604943950562
DOUBLE,NONE,TS_2DIFF,0.08670850791492085
DOUBLE,NONE,GORILLA,0.4377968720312797
DOUBLE,NONE,PLAIN,0.5123336266637334
DOUBLE,NONE,SPRINTZ,0.4100315246847532
DOUBLE,NONE,RLBE,0.5567169328306717
DOUBLE,GZIP,RAKE,0.5450970490295097
DOUBLE,GZIP,RLE,0.10008462415375846
DOUBLE,GZIP,TS_2DIFF,0.06589871601283988
DOUBLE,GZIP,GORILLA,0.4239570104298957
DOUBLE,GZIP,PLAIN,0.4470486545134549
DOUBLE,GZIP,SPRINTZ,0.39510542394576054
DOUBLE,GZIP,RLBE,0.511279262207378
DOUBLE,LZ4,RAKE,0.6847875271247288
DOUBLE,LZ4,RLE,0.11208825411745882
DOUBLE,LZ4,TS_2DIFF,0.07134241157588424
DOUBLE,LZ4,GORILLA,0.43060131898681014
DOUBLE,LZ4,PLAIN,0.5054468205317947
DOUBLE,LZ4,SPRINTZ,0.40271034789652105
DOUBLE,LZ4,RLBE,0.5501338736612634
DOUBLE,SNAPPY,RAKE,0.7025835991640084
DOUBLE,SNAPPY,RLE,0.10818016819831802
DOUBLE,SNAPPY,TS_2DIFF,0.07192615573844262
DOUBLE,SNAPPY,GORILLA,0.42894883551164487
DOUBLE,SNAPPY,PLAIN,0.5035437145628544
DOUBLE,SNAPPY,SPRINTZ,0.4011691133088669
DOUBLE,SNAPPY,RLBE,0.5483751412485875
DOUBLE,NONE,RAKE,0.019587929120708794
DOUBLE,NONE,RLE,0.011474885251147489
DOUBLE,NONE,TS_2DIFF,0.0038280867191328085
DOUBLE,NONE,GORILLA,0.013083619163808362
DOUBLE,NONE,PLAIN,0.012976745232547675
DOUBLE,NONE,SPRINTZ,0.011538634613653863
DOUBLE,NONE,RLBE,0.012942370576294236
DOUBLE,GZIP,RAKE,0.01428110718892811
DOUBLE,GZIP,RLE,0.00810179398206018
DOUBLE,GZIP,TS_2DIFF,0.003254342456575434
DOUBLE,GZIP,GORILLA,0.03262967370326297
DOUBLE,GZIP,PLAIN,0.011631133688663113
DOUBLE,GZIP,SPRINTZ,0.010661143388566115
DOUBLE,GZIP,RLBE,0.01233550164498355
DOUBLE,LZ4,RAKE,0.01943730562694373
DOUBLE,LZ4,RLE,0.00528369716302837
DOUBLE,LZ4,TS_2DIFF,0.003554339456605434
DOUBLE,LZ4,GORILLA,0.013031119688803112
DOUBLE,LZ4,PLAIN,0.01248550014499855
DOUBLE,LZ4,SPRINTZ,0.011285512144878551
DOUBLE,LZ4,RLBE,0.012824871751282487
DOUBLE,SNAPPY,RAKE,0.029714077859221408
DOUBLE,SNAPPY,RLE,0.004819326806731933
DOUBLE,SNAPPY,TS_2DIFF,0.008214917850821492
DOUBLE,SNAPPY,GORILLA,0.013032369676303238
DOUBLE,SNAPPY,PLAIN,0.012747372526274737
DOUBLE,SNAPPY,SPRINTZ,0.011484260157398425
DOUBLE,SNAPPY,RLBE,0.0129029959700403
DOUBLE,NONE,RAKE,0.691589959100409
DOUBLE,NONE,RLE,0.0893509814901851
DOUBLE,NONE,TS_2DIFF,0.058398791012089876
DOUBLE,NONE,GORILLA,0.3062581874181258
DOUBLE,NONE,PLAIN,0.5123336266637334
DOUBLE,NONE,SPRINTZ,0.34077846721532784
DOUBLE,NONE,RLBE,0.38596989030109696
DOUBLE,GZIP,RAKE,0.14758727412725872
DOUBLE,GZIP,RLE,0.06453122968770313
DOUBLE,GZIP,TS_2DIFF,0.03336279137208628
DOUBLE,GZIP,GORILLA,0.21578159218407816
DOUBLE,GZIP,PLAIN,0.11340011599884
DOUBLE,GZIP,SPRINTZ,0.13402990970090298
DOUBLE,GZIP,RLBE,0.19468430315696844
DOUBLE,LZ4,RAKE,0.21722345276547234
DOUBLE,LZ4,RLE,0.07290239597604024
DOUBLE,LZ4,TS_2DIFF,0.038941485585144146
DOUBLE,LZ4,GORILLA,0.2512987370126299
DOUBLE,LZ4,PLAIN,0.1745770042299577
DOUBLE,LZ4,SPRINTZ,0.2055029449705503
DOUBLE,LZ4,RLBE,0.24846376536234638
DOUBLE,SNAPPY,RAKE,0.22104841451585483
DOUBLE,SNAPPY,RLE,0.07777359726402736
DOUBLE,SNAPPY,TS_2DIFF,0.0384539904600954
DOUBLE,SNAPPY,GORILLA,0.27416913330866693
DOUBLE,SNAPPY,PLAIN,0.1681289437105629
DOUBLE,SNAPPY,SPRINTZ,0.19874676253237467
DOUBLE,SNAPPY,RLBE,0.2556080689193108
DOUBLE,NONE,RAKE,0.005623693763062369
DOUBLE,NONE,RLE,0.001656858431415686
DOUBLE,NONE,TS_2DIFF,0.0015487345126548734
DOUBLE,NONE,GORILLA,0.005766817331826682
DOUBLE,NONE,PLAIN,0.006909930900690993
DOUBLE,NONE,SPRINTZ,0.005623693763062369
DOUBLE,NONE,RLBE,0.00729930200697993
DOUBLE,GZIP,RAKE,0.0013087369126308737
DOUBLE,GZIP,RLE,0.0007462425375746243
DOUBLE,GZIP,TS_2DIFF,0.0007793672063279367
DOUBLE,GZIP,GORILLA,0.0019043559564404357
DOUBLE,GZIP,PLAIN,0.0012768622313776862
DOUBLE,GZIP,SPRINTZ,0.0018743562564374357
DOUBLE,GZIP,RLBE,0.002356851431485685
DOUBLE,LZ4,RAKE,0.0007174928250717493
DOUBLE,LZ4,RLE,0.0015393596064039359
DOUBLE,LZ4,TS_2DIFF,0.0013818611813881862
DOUBLE,LZ4,GORILLA,0.0029843451565484346
DOUBLE,LZ4,PLAIN,0.0012749872501274988
DOUBLE,LZ4,SPRINTZ,0.001635608643913561
DOUBLE,LZ4,RLBE,0.0034512154878451216
DOUBLE,SNAPPY,RAKE,0.0020081049189508106
DOUBLE,SNAPPY,RLE,0.0008412415875841242
DOUBLE,SNAPPY,TS_2DIFF,0.001405610943890561
DOUBLE,SNAPPY,GORILLA,0.00267309826901731
DOUBLE,SNAPPY,PLAIN,0.001942480575194248
DOUBLE,SNAPPY,SPRINTZ,0.0026687233127668723
DOUBLE,SNAPPY,RLBE,0.0033130918690813093
